Type,AGB,Mean_AGB_Carbon_Secure,Low_AGB_Carbon_Secure,Hi_AGB_Carbon_Secure,Mean_AGB_Carbon_Restor,Low_AGB_Carbon_Restor,Hi_AGB_Carbon_Restor,Mean_SOC_Carbon_Secure,Low_SOC_Carbon_Secure,Hi_SOC_Carbon_Secure,Mean_SOC_Carbon_Restor,Low_SOC_Carbon_Restor,Hi_SOC_Carbon_Restor,typology_class,total_AGB_MgC,total_SOC_MgC,total_carbon_MgC,AGB_ha,carbon_density,restoration_efficiency,AGB_uncertainty,SOC_uncertainty
Delta_8808,564644.298662581,162522.635062257,162318.720996571,162726.549127943,18282.1158124883,9119.40661395345,69299.8718289431,696335.16978411,696160.759122526,696509.580445695,8862.14904583212,0.0,16620.6913933239,Delta,180804.7508747453,705197.3188299421,886002.0697046875,564644.298662581,1.5691331193873308,0.048073211617675846,407.82813137199264,348.82132316892967
Delta_8809,311.659789580106,95.5640870101069,90.3697311452118,100.758442875002,4.23249421133889,0.930508165410018,34.1022664332478,6245.32805170366,6167.05783465565,6323.59826875168,15.1499970655913,0.0,28.7622486828671,Delta,99.79658122144579,6260.4780487692515,6360.274629990698,311.659789580106,20.407748585596455,0.06219118386444364,10.388711729790202,156.54043409602946
Delta_8810,51409.9371413139,9187.40288731496,9157.23529285533,9217.57048177458,7274.57308470518,5160.72466908,11950.8626256316,152575.527228617,152491.682336293,152659.372120942,33074.9024520605,22103.0695854697,42688.0678538706,Delta,16461.97597202014,185650.42968067748,202112.4056526976,51409.9371413139,3.9313879162531915,0.7848575155004451,60.33518891924905,167.68978464900283
Delta_8811,4437.19203416368,1380.80978911139,1356.29794841187,1405.32162981092,40.0234721481564,0.0,448.073563128118,53402.2107096792,53230.4748002017,53573.9466191568,0.0,0.0,0.0,Delta,1420.8332612595464,53402.2107096792,54823.04397093875,4437.19203416368,12.355346252502631,0.009020000000000002,49.02368139905002,343.47181895509857
Delta_8812,15208.5329926293,4732.74338197632,4688.23205305839,4777.25471089425,137.180967593517,0.0,1523.18266144454,75378.0510314847,75025.2611838984,75730.840879071,0.0,0.0,0.0,Delta,4869.924349569837,75378.0510314847,80247.97538105454,15208.5329926293,5.276509931624971,0.009020000000000047,89.02265783585972,705.5796951725933
Delta_8813,467816.452650184,93063.5130008335,92913.2458094806,93213.7801921864,56735.993302282,38689.9676409476,99092.7818882707,251698.075039703,251579.679215579,251816.470863827,34887.5319293703,19302.7007315602,48539.1321987659,Delta,149799.5063031155,286585.6069690733,436385.1132721888,467816.452650184,0.93281266787447,0.19585357614638024,300.534382705795,236.79164824800682
Delta_8814,21800.1216343992,3775.94266275831,3761.66808337639,3790.21724214024,3204.67428579267,2074.61464635464,5190.59388456612,24581.3407382829,24562.6130753286,24600.0684012372,2169.90453736338,0.0,4071.6707093727,Delta,6980.61694855098,26751.24527564628,33731.86222419726,21800.1216343992,1.5473244961610921,0.24653893741011557,28.5491587638503,37.45532590859875
Delta_8815,2307.98100147045,321.295253304576,320.88305978055,321.707446828602,417.743343176278,274.441939101255,626.726233907786,12819.6739034556,12815.2657154878,12824.0820914234,1487.29826174367,0.0,2789.64316097348,Delta,739.038596480854,14306.97216519927,15046.010761680123,2307.98100147045,6.519122450355562,0.8254147688851065,0.8243870480519604,8.816375935599353
Delta_8816,53719.3536021648,7498.47808251268,7465.46696160253,7531.48920342282,9702.99613443652,6654.25080388745,14612.5297184625,73209.8124224456,73058.8032288368,73360.8216160544,14855.7662430748,6802.7517687236,21935.0025438516,Delta,17201.474216949202,88065.5786655204,105267.05288246961,53719.3536021648,1.9595740794287502,0.45716786838852885,66.02224182028931,302.0183872175985
Delta_8817,4773.50161077868,1485.46596625822,1480.60865619958,1490.32327631685,43.0569845292237,0.0,475.175537376388,3321.35865651781,3317.67915124381,3325.03816179182,0.0,0.0,0.0,Delta,1528.5229507874437,3321.35865651781,4849.881607305253,4773.50161077868,1.0160008318325704,0.009020000000000002,9.714620117269988,7.359010548010247
Delta_8818,82672.9376969491,25158.9229068126,25110.0334517328,25207.8123618923,1313.77847312751,392.514016073225,8787.92124421183,161398.681841275,161327.781791459,161469.581891092,591.632940626058,0.0,1109.79906789722,Delta,26472.70137994011,161990.31478190108,188463.0161618412,82672.9376969491,2.279621619987457,0.023047583245900356,97.77891015949717,141.8000996329938
Delta_8819,10268.4705089537,1303.87135998751,1294.59029496417,1313.15242501086,1984.19558168456,1326.3357022912,2931.12817410926,36940.2929455916,36840.2829321142,37040.302959069,6145.0170785246,1545.05632423956,10193.8363679784,Delta,3288.0669416720702,43085.3100241162,46373.37696578827,10268.4705089537,4.516093893959429,0.7916673328438553,18.562130046690072,200.02002695480041
Delta_8820,97448.7832803704,7641.95760813661,7634.03238589322,7649.88283038,23562.1172860708,17391.3041979016,32385.5487278062,117384.003980171,117278.447035879,117489.560924463,63891.5432802001,44516.0812587588,80882.6820060273,Delta,31204.07489420741,181275.5472603711,212479.6221545785,97448.7832803704,2.18042355175695,0.8974320419646239,15.850444486780361,211.1138885840046
Delta_8821,10841.1026534409,1766.05336250673,1755.44218046846,1776.664544545,1705.37611815157,1106.25944375251,2699.365619248,31743.8497740433,31700.1356564139,31787.5638916727,3059.32128300682,0.0,5744.12670333936,Delta,3471.4294806583002,34803.17105705012,38274.60053770842,10841.1026534409,3.530508082179288,0.43950302413621223,21.22236407653986,87.42823525880158
Delta_8822,595.232953093668,84.9644445740198,84.3324221058144,85.5964670422251,105.635099336104,70.1284195491661,160.510278640002,3035.04546008118,3021.70606218139,3048.38485798096,436.719974022928,99.8534671832222,734.30570380375,Delta,190.5995439101238,3471.765434104108,3662.364978014232,595.232953093668,6.152826316116118,0.9111643946125493,1.2640449364106985,26.678795799570253
Delta_8823,2933131.06728753,226417.149893637,226213.275222362,226621.024564913,712800.749162501,527233.445173627,978249.232057252,2899690.38376762,2898175.65955121,2901205.10798402,1617950.09927913,1135842.90583057,2040339.71869363,Delta,939217.899056138,4517640.483046751,5456858.382102888,2933131.06728753,1.8604209143470785,0.7946289459874148,407.74934255101834,3029.448432810139
Delta_8824,90402.2483072983,7919.5948546295,7900.59906236915,7938.59064688984,21028.1090758505,15469.6938308156,29252.3882131152,167370.591146876,166967.700120298,167773.482173454,84624.037478321,58772.8821714562,107377.563749085,Delta,28947.703930480002,251994.628625197,280942.332555677,90402.2483072983,3.107691875103466,1.1686893692625346,37.991584520690594,805.7820531559992
Delta_8825,1172.75938597618,364.950993321927,356.862334339714,373.039652304139,10.5782896615051,0.0,118.940178995523,7845.80506155159,7801.7240023656,7889.88612073758,0.0,0.0,0.0,Delta,375.5292829834321,7845.80506155159,8221.334344535022,1172.75938597618,7.010248174387244,0.009019999999999962,16.177317964425015,88.16211837197989
Delta_8826,32443.4186477037,5209.71659012894,5191.95206889663,5227.48111136125,5178.99049505226,3397.93444224329,8133.02527356624,57372.5523886294,57330.7746307842,57414.3301464747,6301.55212944125,718.651662067787,11194.2773670107,Delta,10388.707085181199,63674.10451807066,74062.81160325186,32443.4186477037,2.2828300681714353,0.3538635292771801,35.529042464620034,83.55551569049567
Delta_8827,63220.8610152601,12279.1460613607,12266.9415591186,12291.3505636029,7964.8058443357,5114.21820585482,13680.9117529713,67833.7808070161,67810.0657199971,67857.4958940351,4918.75923107541,0.0,9225.89785895228,Delta,20243.951905696398,72752.54003809151,92996.4919437879,63220.8610152601,1.4709779406727888,0.2037866120219607,24.409004484299658,47.430174038003315
Delta_8828,267001.276275553,21411.7763296347,21395.2448678888,21428.3077913806,64084.7023465601,47331.3988041089,88236.2897970848,208190.337378944,208133.460541008,208247.21421688,112437.292237704,78599.6191215472,142065.263202156,Delta,85496.4786761948,320627.629616648,406124.1082928428,267001.276275553,1.5210568052630244,0.6611279056287668,33.062923491801484,113.75367587199435
Delta_8830,65385.4506402477,8794.84241577634,8717.53240248355,8872.15242906913,12142.2327337374,7943.35106782891,18198.5788532057,599505.226859266,598573.077223058,600437.376495475,74164.5608278751,2302.86392287231,137253.486998822,Delta,20937.07514951374,673669.7876871412,694606.862836655,65385.4506402477,10.623263371822555,1.3199693925254798,154.6200265855805,1864.2992724169744
Delta_8831,9932.05275812051,2047.08870387383,2011.24856966534,2082.92883808231,1133.25390980394,709.888448772772,2064.65069805538,31959.4681484933,31814.4745227585,32104.4617742282,2046.19686122115,0.0,3854.02507766214,Delta,3180.34261367777,34005.66500971445,37186.00762339222,9932.05275812051,3.74404048478183,0.3201202056065954,71.68026841696997,289.9872514696981
Delta_8832,60780.7931558083,4829.7064181178,4823.39139050681,4836.0214457288,14632.9113583036,10796.3701216268,20141.6404832001,107645.663403462,107523.561381669,107767.765425255,58151.4038085568,40514.5907590864,73626.7783968066,Delta,19462.6177764214,165797.0672120188,185259.6849884402,60780.7931558083,3.047997161102142,1.1974887359610742,12.630055221990006,244.20404358599626
Delta_8834,290703.723154513,78628.100888896,78501.9683874946,78754.2333902974,14458.1383024106,8188.93225334399,40744.8709720563,604702.408289083,604434.292413345,604970.52416482,13909.4278083364,213.189653138606,25905.0342568664,Delta,93086.23919130661,618611.8360974195,711698.0752887261,290703.723154513,2.44819043789972,0.09758239696045878,252.26500280280015,536.2317514750175
Delta_8835,628571.778216564,54307.327236518,54287.1635724021,54327.4909006339,146967.641866208,108399.89243082,203740.434583147,664961.400365029,664779.104353489,665143.696376569,340364.039269951,237238.252768315,430660.209924927,Delta,201274.969102726,1005325.4396349799,1206600.408737706,628571.778216564,1.919590491576273,0.7752999705441069,40.327328231796855,364.592023079982
Delta_8836,2954407.83987394,241330.482318829,241233.406874219,241427.557763439,704700.452087204,520649.346511051,971578.700671283,3074371.1129803,3073474.30530418,3075267.92065641,1644537.10737039,1150572.46458677,2077068.1237007,Delta,946030.934406033,4718908.22035069,5664939.154756723,2954407.83987394,1.9174533313580824,0.795163595137844,194.15088921997813,1793.6153522301465
Estuary_10,112.100488131314,34.8845509015835,30.3180279474889,39.4510738556782,1.01114640294445,0.0,12.5786032583322,109.424001647716,104.068818667273,114.779184628159,0.0,0.0,0.0,Estuary,35.89569730452795,109.424001647716,145.31969895224395,112.100488131314,1.2963342209716084,0.00901999999999998,9.133045908189303,10.710365960885994
Estuary_1002,125195.626333512,38959.6269587257,38884.8407058332,39034.4132116183,1129.26454952828,0.0,12445.7549370377,151161.950844362,150658.763971549,151665.137717176,0.0,0.0,0.0,Estuary,40088.891508253975,151161.950844362,191250.84235261596,125195.626333512,1.5276160034787292,0.009020000000000014,149.57250578510138,1006.3737456270028
Estuary_10040,109.131685879677,20.3283378617389,19.8831057800917,20.7735699433862,14.6167192737923,9.23107510490954,24.9961299563392,766.39861252018,763.850467310471,768.946757729889,60.0548323071879,0.0,112.97719579495,Estuary,34.9450571355312,826.4534448273679,861.3985019628991,109.131685879677,7.893202556337607,0.6842334650938063,0.8904641632944994,5.096290419417983
Estuary_1005,1116.2525710291,325.977572860862,323.835587872615,328.119557849108,31.4576629083668,14.7105125090399,133.011955174712,2264.46907515598,2248.06834023528,2280.86981007668,23.5140061134441,0.0,44.4080805020644,Estuary,357.43523576922877,2287.983081269424,2645.4183170386527,1116.2525710291,2.369910167015139,0.04924662253734493,4.283969976492983,32.80146984139992
Estuary_10082,103.931032198554,32.342297909868,31.8775131321636,32.8070826875723,0.937457910430957,0.0,10.4602292627042,194.622685961757,190.084628022736,199.160743900778,0.0,0.0,0.0,Estuary,33.27975582029896,194.622685961757,227.90244178205597,103.931032198554,2.1928238078754188,0.009019999999999999,0.9295695554086976,9.076115878041975
Estuary_10089,60.2474639213365,18.7484082976807,18.4334828396227,19.0633337557387,0.543432124570456,0.0,6.07816438588772,136.746474107356,133.702415256166,139.790532958545,0.0,0.0,0.0,Estuary,19.291840422251155,136.746474107356,156.03831452960713,60.2474639213365,2.58995656204454,0.009020000000000012,0.6298509161159984,6.08811770237898
Estuary_10099,10.5224891316884,3.2744933928901,2.98748052573131,3.56150626004889,0.0949128519678291,0.0,1.1355527205953,16.4833493025533,16.0416697869989,16.9250288181077,0.0,0.0,0.0,Estuary,3.369406244857929,16.4833493025533,19.852755547411228,10.5224891316884,1.886697652898951,0.009019999999999974,0.5740257343175799,0.8833590311088031
Estuary_101,5940.0821856012,803.693119711842,802.339506260274,805.04673316341,1098.38059693952,722.105555634246,1636.92835743227,5673.15580192658,5657.37521396109,5688.93638989206,677.391737543472,0.0,1273.64247534897,Estuary,1902.073716651362,6350.5475394700525,8252.621256121414,5940.0821856012,1.3893109553476928,0.2989474352370875,2.707226903135961,31.56117593097042
Estuary_1010,14557.6522503708,4530.19580379288,4505.32497784479,4555.06662974098,131.310023298345,0.0,1452.34008484495,18359.1470702792,18186.9427091689,18531.3514313896,0.0,0.0,0.0,Estuary,4661.505827091225,18359.1470702792,23020.652897370426,14557.6522503708,1.5813437841107973,0.009020000000000025,49.74165189618998,344.40872222070175
Estuary_10105,3.07488173465034,0.95687244700584,0.838546260660499,1.07519863335118,0.0277354332465461,0.0,0.342816955561246,3.63627700866758,3.31703953914628,3.95551447818888,0.0,0.0,0.0,Estuary,0.9846078802523861,3.63627700866758,4.620884888919966,3.07488173465034,1.5027845906552988,0.00902000000000001,0.23665237269068107,0.6384749390426001
Estuary_10108,116.533290573975,36.2639946937152,31.2500822364267,41.2779071510037,1.05113028097725,0.0,13.1610718452476,127.191953829287,123.044594303232,131.339313355342,0.0,0.0,0.0,Estuary,37.315124974692445,127.191953829287,164.50707880397945,116.533290573975,1.4116745351797204,0.009019999999999962,10.027824914577003,8.294719052109997
Estuary_10111,66.2011083461711,20.601122906245,19.7341013423293,21.4681444701607,0.597133997282464,0.0,6.84491562816717,156.881482350291,153.314899339618,160.448065360964,0.0,0.0,0.0,Estuary,21.19825690352746,156.881482350291,178.07973925381847,66.2011083461711,2.689981236003251,0.00902000000000001,1.7340431278313986,7.133166021346
Estuary_10124,2579.94974711549,349.067200784726,329.663838596039,368.470562973414,477.058507739126,296.697454736435,749.223478045941,854.6144962524,837.833906317363,871.395086187437,102.043521940585,0.0,195.088452131516,Estuary,826.125708523852,956.6580181929851,1782.783726716837,2579.94974711549,0.6910149039569768,0.22446252308874443,38.80672437737502,33.56117987007394
Estuary_1014,67485.9221697471,11596.2205694458,11570.1849048455,11622.2562340461,10013.4465685289,6584.74006214572,16136.825751887,50692.1056701687,50642.2533757007,50741.9579646367,5448.96266701663,999.943622743448,9350.17926997735,Estuary,21609.6671379747,56141.06833718533,77750.73547516004,67485.9221697471,1.1521030309046365,0.22912051489276514,52.0713292006003,99.70458893600153
Estuary_10141,646.433196448332,87.4624114794593,81.9407742971384,92.9840486617802,119.531962355261,73.7466968674245,189.067565612286,467.420712598097,462.147652287805,472.693772908389,55.811428369922,0.0,105.826964083968,Estuary,206.9943738347203,523.2321409680189,730.2265148027393,646.433196448332,1.1296240954437196,0.2712475035139966,11.043274364641789,10.54612062058402
Estuary_10143,33.4307224475915,10.403306518466,10.157681779782,10.64893125715,0.301545116477276,0.0,3.39531141532318,37.3449427529071,36.0820737731085,38.6078117327058,0.0,0.0,0.0,Estuary,10.704851634943276,37.3449427529071,48.049794387850376,33.4307224475915,1.4372945264098562,0.009020000000000021,0.49124947736800095,2.5257379595973006
Estuary_10146,677.820584789859,91.709125122068,87.653381879536,95.7648683645999,125.335804333493,78.8880436915824,194.72189900802,1935.09207359306,1923.80857543747,1946.37557174865,231.055769981261,0.0,435.755725018356,Estuary,217.044929455561,2166.147843574321,2383.192773029882,677.820584789859,3.5159639977129498,0.525790426422715,8.111486485063907,22.56699631117999
Estuary_10147,95.3779323700129,29.6806587742243,28.8922723909793,30.4690451574693,0.860308949977518,0.0,9.7147680212221,87.0086028319347,82.8037171052451,91.2134885586242,0.0,0.0,0.0,Estuary,30.54096772420182,87.0086028319347,117.54957055613652,95.3779323700129,1.2324608809940447,0.009020000000000016,1.5767727664899986,8.409771453379108
Estuary_1016,2550.3246425937,345.058924142928,336.924089147097,353.193759138758,471.580529662001,303.231680232387,718.160643582141,5560.23380854969,5514.78829419869,5605.67932290069,663.908514453695,0.0,1255.00283348523,Estuary,816.639453804929,6224.142323003385,7040.781776808314,2550.3246425937,2.760739420863606,0.4452331382254515,16.269669991661033,90.89102870199986
Estuary_10179,21.1630724040823,6.4017061488574,5.78325935137825,7.02015294633655,0.374921265653798,0.115097409420808,2.50446339056007,18.930464411927,18.2920098112533,19.5689190126006,0.0880221764711001,0.0,0.170607823439466,Estuary,6.776627414511198,19.0184865883981,25.7951140029093,21.1630724040823,1.2188737774168128,0.021875058275356917,1.2368935949582998,1.2769092013472978
Estuary_1019,2852.49916088185,553.185212312889,551.492429512236,554.877995113543,360.213543993089,230.857240651543,619.398585990587,2183.39173673878,2173.94392258864,2192.83955088893,158.792098447415,0.0,299.02352265606,Estuary,913.3987563059779,2342.1838351861948,3255.5825914921725,2852.49916088185,1.1413088691271374,0.1819476932922404,3.3855656013070075,18.8956283002899
Estuary_1021,74966.7787632755,18580.6616058635,18551.6542563051,18609.6689554219,5424.45062192494,3282.11827498102,12205.4790473165,87800.2830467691,87521.1928739502,88079.373219588,3195.31873964762,0.0,6010.26689618663,Estuary,24005.112227788442,90995.60178641671,115000.71401420515,74966.7787632755,1.5340223484504492,0.11498118905163877,58.01469911680033,558.1803456377966
Estuary_10216,19852.5418328121,1852.51673815805,1826.62881921072,1878.40465710539,4504.4656821267,3255.04672955002,6383.13647914158,19314.6588582491,19063.6190004014,19565.6987160969,8941.43235822106,6008.7089996556,11586.9984227718,Estuary,6356.98242028475,28256.09121647016,34613.07363675491,19852.5418328121,1.7435084095653048,0.6772884879720793,51.775837894670076,502.07971569550136
Estuary_10250,12624.5127010689,1708.09656845462,1698.25345146883,1717.93968544041,2334.39864355465,1528.42810632194,3493.14402706218,4675.35164285454,4662.13339373566,4688.56989197343,558.250942430393,0.0,1049.67982656121,Estuary,4042.49521200927,5233.6025852849325,9276.097797294202,12624.5127010689,0.734768780145376,0.2291296032155068,19.686233971579895,26.43649823776923
Estuary_1027,4909.08262699455,1473.11708117481,1462.12433699717,1484.10982535244,98.8202668151182,37.517564358378,545.661211295114,7620.80472173172,7564.93593457078,7676.67350889265,46.093828218336,0.783543647230886,86.3637966315772,Estuary,1571.9373479899282,7666.898549950056,9238.835897939984,4909.08262699455,1.881988265411659,0.0295195876794956,21.985488355270036,111.73757432186994
