"Type","Mean_SOC_Carbon_Secure","Low_SOC_Carbon_Secure","Hi_SOC_Carbon_Secure","Mean_SOC_Carbon_Restor","Low_SOC_Carbon_Restor","Hi_SOC_Carbon_Restor"
"Estuary_1170",15828.9251030132,15805.1000827597,15852.7501232668,5395.97107505909,3348.40452825034,7193.98707302589
"Estuary_1174",85578.3205821521,85272.0309943606,85884.6101699436,517.613631652151,8.83211156710178,966.215509609348
"Estuary_1180",13597.1848926337,13555.7362445282,13638.6335407393,2094.74461219979,541.119750899311,3463.24364301573
"Estuary_1183",20988.8872201326,20894.8843506245,21082.8900896408,126.949606681298,2.16420258336065,237.185863121367
"Estuary_1186",25135.5590027963,25039.6657967712,25231.4522088215,152.030419509748,2.59350128454958,283.857846078483
"Estuary_1188",2246.22762790821,2235.26024151211,2257.19501430431,733.886733641251,433.888347166954,999.378379863775
"Estuary_1196",7623.42297667993,7610.40791825023,7636.43803510963,2278.23934116929,1376.40591101953,3070.51713944264
"Estuary_12",203.280841761666,199.385683324656,207.176000198676,24.2723393148258,0,46.382686611644
"Estuary_1200",1753.21014177647,1727.19385008926,1779.22643346369,163.601325381656,51.6203931766822,264.77590827516
"Estuary_1206",3043.98717379698,3035.14887046708,3052.82547712688,352.331853130519,152.447136339436,528.372249543949
"Estuary_1207",7014.46436195715,6979.6109379218,7049.31778599251,670.833272919591,0,1264.0621965756
"Estuary_1217",55815.99573086,55682.1025907563,55949.8888709636,6664.59650517731,0,12526.0945233501
"Estuary_1219",913.257294099282,912.17555474619,914.339033452375,0,0,0
"Estuary_1223",3307.9508083375,3293.14115310135,3322.76046357365,1860.72232968984,1303.53503976929,2353.62199503134
"Estuary_1227",21993.2740695144,21945.749455494,22040.7986835348,2626.06257546441,0,4934.50716795555
"Estuary_1236",68589.1436636018,68496.8326126094,68681.4547145943,712.222375265043,0,1337.21423138222
"Estuary_1240",89767.5444734213,89693.2918837631,89841.7970630794,542.951817508254,9.29004682426775,1010.7344908681
"Estuary_1243",4050.9358546707,4036.28065812789,4065.59105121351,2231.28546444693,1555.53392094918,2827.8195344861
"Estuary_1244",0,0,0,0,0,0
"Estuary_125",6493.35731615719,6468.58809495315,6518.12653736123,623.741537205711,0,1173.97655447014
"Estuary_1251",109655.315203945,109529.914247242,109780.716160648,13093.1719646502,0,24577.772274772
"Estuary_1253",42094.6594153191,42003.3922185985,42185.9266120396,4888.30089951644,1681.02043634202,7708.15148093586
"Estuary_1258",40413.7802527225,40366.8698665142,40460.6906389307,244.43951953138,4.18102740275191,455.189198012125
"Estuary_1264",21809.2646353059,21754.0613611474,21864.4679094644,2532.63120346711,870.620675854242,3995.04394548758
"Estuary_1268",47562.527437908,47342.7317289627,47782.3231468533,84.6860020516049,0,159.520036072285
"Estuary_1281",18092.5983702824,18047.9459780648,18137.2507625001,2101.02816168304,722.297995962575,3314.01222049181
"Estuary_1283",13180.5451608801,13144.9180925625,13216.1722291976,79.7214738670761,1.36149428810491,148.68403734093
"Estuary_1284",144330.596089439,143958.218124057,144702.97405482,17233.5040106792,0,32396.1882212283
"Estuary_1288",42214.8245221065,42091.1584475245,42338.4905966884,1467.6363354172,0,2759.87943319591
"Estuary_1293",17865.6085886182,17767.3765992575,17963.8405779788,159.265911259424,0,300.265530961976
"Estuary_1297",1313.03086595547,1309.48680891025,1316.57492300069,19.1913962850762,0,36.0809936119347
"Estuary_130",1065.89993218861,1053.70466828941,1078.0951960878,102.388645786745,0,194.175193813643
"Estuary_1308",447399.730387727,446813.512730187,447985.948045266,4174.8838401274,0,7838.16392841881
"Estuary_1310",100447.131984631,100170.316911303,100723.94705796,0,0,0
"Estuary_1314",12342.8920360005,12304.8992215438,12380.8848504573,0,0,0
"Estuary_1315",152960.18536878,152719.200430122,153201.170307439,7493.08500139878,0,14071.6690669342
"Estuary_1321",21660.7401121081,21466.7896489136,21854.6905753026,40.8314006140323,0,77.2443850219376
"Estuary_1331",47053.2806555557,46970.1171045636,47136.4442065477,117.998804381358,0,221.638798945168
"Estuary_1338",1302.04149094858,1298.82988372536,1305.25309817179,19.0307744321168,0,35.7707167851545
"Estuary_1340",0,0,0,0,0,0
"Estuary_1348",37506.9518297439,37359.470068055,37654.4335914328,0,0,0
"Estuary_1351",71537.624015892,71294.6354484135,71780.6125833705,0,0,0
"Estuary_1352",24682.7773501174,24597.9437448298,24767.6109554051,0,0,0
"Estuary_1356",27918.3624176379,27832.88506328,28003.8397719958,0,0,0
"Estuary_1367",1261.37491919211,1259.68353642877,1263.06630195545,150.611930649804,0,282.776037751221
"Estuary_1373",12503.5283830629,12460.0785589957,12546.9782071301,0,0,0
"Estuary_1382",8910.99474069019,8868.61735036828,8953.3721310121,0,0,0
"Estuary_1402",12995.7319049964,12948.1458382438,13043.3179717489,0,0,0
"Estuary_141",4981.480162629,4964.9961324108,4997.96419284719,478.513031535557,0,900.18086467822
"Estuary_1419",59709.738099794,59649.0289424983,59770.4472570896,734.026187438464,0,1377.6984369876
"Estuary_1425",58861.5531061484,58757.3172694757,58965.7889428212,1760.41031960226,0,3306.61456462196
"Estuary_1426",41946.6633072647,41890.97807582,42002.3485387094,0,0,0
"Estuary_1432",9938.66875440391,9895.6395525467,9981.69795626113,1186.70671694375,0,2234.7084976704
"Estuary_1440",85898.4314328069,85737.2338005868,86059.629065027,11.4989728034144,0,21.6010347391671
"Estuary_1441",1250.87191724857,1238.54582461762,1263.19800987951,149.357840865501,0,282.805524599891
"Estuary_145",2054.4077796023,2030.4540935713,2078.3614656333,245.302421445051,0,465.304805738799
"Estuary_1462",4395.92018931168,4389.04052087913,4402.79985774423,64.2512286481989,0,120.659592376129
"Estuary_147",228.54149947075,209.839171487052,247.243827454448,21.9533315747895,0,44.5309637677715
"Estuary_1478",32010.6134250081,31988.5659095072,32032.6609405089,467.870469382053,0,877.861346571587
"Estuary_151",1098.6696652144,1084.54637257336,1112.79295785545,105.53645402463,0,200.424590565045
"Estuary_154",12449.7980393229,12429.5830664647,12470.0130121811,1195.90772367099,0,2245.96789067013
"Estuary_1554",13290.1920715002,13208.5186764987,13371.8654665017,1586.88860555226,0,2993.70122384366
"Estuary_1559",2990.04934934537,2982.55145819168,2997.54724049905,357.020817832282,0,671.09266578337
"Estuary_156",40296.4949866615,40221.8339650352,40371.1560082878,3870.81697544057,0,7271.22898871694
"Estuary_1572",31254.3686869908,31232.6036717404,31276.1337022413,3731.86491784965,0,7002.1194855764
"Estuary_1574",14126.7356375669,14082.2430615717,14171.2282135621,1640.48683333018,563.58634685595,2589.34631792285
"Estuary_1580",1199.46096838373,1171.52471654473,1227.39722022274,143.21922010552,0,274.790422437926
"Estuary_1582",7146.04447612172,7140.38929370258,7151.69965854085,829.589507183804,0,1556.71129017957
"Estuary_1583",36813.3680552808,36504.0852211994,37122.6508893621,4395.62603645144,0,8311.04124388704
"Estuary_1597",0,0,0,0,0,0
"Estuary_16",52.1161694869243,51.9164287283228,52.3159102455257,6.22282620739394,0,11.7125172191476
"Estuary_1632",13413.2124103567,13389.1085891731,13437.3162315403,1606.04154424287,3.98062294580091,3013.24372838184
"Estuary_164",21596.6401366991,21552.6569076776,21640.6233657207,2578.70329990437,0,4844.9156788927
"Estuary_1649",1289.07675075691,1279.69704963728,1298.45645187654,153.919612030676,0,290.699205644
"Estuary_1667",13035.2805426878,12997.818626119,13072.7424592567,1556.45140808213,0,2926.73338640075
"Estuary_168",54.4439403534196,53.4025732954842,55.4853074113549,6.50076899742323,0,12.4220837488108
"Estuary_1689",45826.6875382536,45712.353435172,45941.0216413352,5471.84328814968,0,10285.3033525377
"Estuary_1700",176.231561487157,175.378878747198,177.084244227116,19.9580806033636,0,37.6024616778994
"Estuary_1709",1254.38460920656,1244.395758673,1264.37345974012,0,0,0
"Estuary_1719",35304.5995608051,35274.3490941437,35334.8500274665,6.4331818682095,0,12.07255141719
"Estuary_1743",49121.1124142244,49071.0246574784,49171.2001709704,4552.50085298517,0,8544.64301544748
"Estuary_176",1430.50759801951,1419.4561835623,1441.55901247672,137.412276073726,0,259.638482443135
"Estuary_1767",12828.6492240448,12809.9935170448,12847.3049310448,1531.77901182624,0,2876.2622979951
"Estuary_1771",6915.44509540418,6815.8911212656,7014.99906954276,825.724787510947,0,1570.52217974838
"Estuary_178",0,0,0,0,0,0
"Estuary_179",372.901896994121,369.137769380255,376.666024607987,35.8203608908573,0,67.8411318375949
"Estuary_1806",5782.41621702392,5751.33290853004,5813.49952551781,687.149233403608,0,1295.33061713165
"Estuary_1831",140347.590210743,139821.148005175,140874.032416311,78798.6079392191,55215.1223802995,99624.5471660004
"Estuary_185",128.754719132426,126.316660090303,131.19277817455,12.3679727641536,0,23.6290665438777
"Estuary_188",1694.8250303302,1683.53651334686,1706.11354731355,162.802186641178,0,307.287269176097
"Estuary_1886",0,0,0,0,0,0
"Estuary_19",3882.52385906512,3872.94619259477,3892.10152553547,463.584938395836,0,871.366013179584
"Estuary_1900",7239.09192067134,7209.38418922683,7268.79965211584,2982.13935009986,1884.11082000791,3952.27395911605
"Estuary_192",5929.82168346599,5912.30543702565,5947.33792990632,569.609204008772,0,1071.17210001995
"Estuary_1933",303.337079085145,300.492392185142,306.181765985147,36.2193527265844,0,68.5481565638389
"Estuary_1938",2900.51015750256,2892.8092751551,2908.21103985002,1166.69627308516,730.915167701083,1550.40765382805
"Estuary_194",357.959817683684,351.629060932636,364.290574434732,34.3850486071868,0,65.6121956131846
"Estuary_1947",13180.0108598955,13153.2431437181,13206.7785760729,1365.58193703866,0,2565.66626656273
"Estuary_1954",187.428297462644,166.466798535794,208.389796389493,105.428417322737,65.8931077537519,147.609439109224
"Estuary_197",1120.10194331021,1111.97026677556,1128.23361984487,107.595204442081,0,203.205600577228
"Estuary_2015",42468.7860337892,42430.9041736639,42506.6678939145,381.923962152594,0,716.746191854524
"Estuary_2017",17199.8164081612,17178.3492979187,17221.2835184038,0,0,0
"Estuary_2031",25884.7611118935,25870.9750307386,25898.5471930485,0,0,0
"Estuary_2033",0,0,0,0,0,0
"Estuary_2036",6088.35689388029,6074.55159029366,6102.16219746692,0,0,0
"Estuary_2055",1168.49877123087,1167.53038412072,1169.46715834102,139.522241340999,0,261.821005598735
"Estuary_2071",6788.63995719635,6763.64012911012,6813.63978528259,810.583875486132,0,1525.44174297371
"Estuary_2075",26686.3885093995,26635.2967806363,26737.4802381627,3186.43444888353,0,5986.00303839464
"Estuary_208",5122.51851176328,5107.04258056196,5137.99444296461,492.060950186989,0,925.401643933141
"Estuary_2104",11419.9292092005,11412.8911916642,11426.9672267368,967.003351784726,0,1814.24870393783
"Estuary_2106",8594.0134873813,8583.27542438455,8604.75155037805,1026.15086416493,0,1926.43691426374
"Estuary_2112",78.8417074672789,78.37659593653,79.3068189980279,9.4139352199736,0,17.7552579846331
"Estuary_212",0,0,0,0,0,0
"Estuary_2120",11672.2541509947,11653.0150840376,11691.4932179518,6381.4049102545,4454.47826018215,8074.31748191058
"Estuary_2138",224205.336870512,223819.557804198,224591.115936826,115431.467799774,79680.4802748902,146845.64667479
"Estuary_214",3708.2302253274,3690.11031707653,3726.35013357827,442.773758248048,0,834.257492592151
"Estuary_2146",46536.9574995832,46476.9099877269,46597.0050114395,15525.1016835113,8954.64190115789,21291.5683891286
"Estuary_2196",16123.9486966167,16011.1721684887,16236.7252247448,8569.77978519309,5894.2651476511,10950.5880217958
"Estuary_2244",3492.02415822434,3461.11199500377,3522.93632144492,1964.26358900119,1370.02349802232,2495.41322769015
"Estuary_2259",4580.68484304014,4546.95025550666,4614.41943057362,531.9384014421,181.973785897055,843.140042757392
"Estuary_226",39327.0362137409,39281.813465095,39372.2589623868,3769.290966689,0,7075.54749542178
"Estuary_2262",50996.6633629146,50887.8890548361,51105.4376709932,28685.6231416395,20143.1227508726,36199.6850169535
"Estuary_2265",16621.9896191098,16557.3602799503,16686.6189582694,1984.71517840117,0,3735.81021453792
"Estuary_2283",15767.77423079,15743.2308555872,15792.3176059928,552.621955210096,41.4232747035679,1001.42063656867
"Estuary_23",376.463067335079,369.630281492814,383.295853177344,44.9508140101587,0,85.812504442689
"Estuary_2301",30787.0233845402,30750.8955250859,30823.1512439946,1079.00993563447,80.9111423443484,1954.55413891247
"Estuary_2307",17415.3317476224,17302.8603022895,17527.8031929552,2079.44259673103,0,3924.13504319892
"Estuary_231",20348.8105941848,20298.7601330659,20398.8610553036,2429.70872766385,0,4566.90919148589
"Estuary_2313",3444.43413619382,3430.40932913657,3458.45894325106,0,0,0
"Estuary_232",29040.9873571633,28987.9015544104,29094.0731599163,3467.5805799598,0,6513.59846863798
"Estuary_2331",104486.355209954,104214.085683493,104758.624736415,58768.5635463986,41246.9438569028,74198.5326011706
"Estuary_2332",285.578059685307,281.416408366288,289.739711004327,1.32787034796975,0,2.52603945197986
"Estuary_2349",32643.3519738164,32611.9256438301,32674.7783038027,0,0,0
"Estuary_237",2407.90302825644,2398.62915026603,2417.17690624684,231.299320699603,0,435.356539900691
"Estuary_2372",178.330661181821,147.36325967936,209.298062684282,75.6984507306785,40.1621958136566,116.670162273428
"Estuary_241",1735.69604309102,1722.88825524517,1748.50383093688,166.728190876791,0,314.922162243282
"Estuary_2417",33823.3271122881,33777.7838064592,33868.870418117,0,0,0
"Estuary_242",119120.863733397,118850.738870273,119390.98859652,12481.3751934888,0,23455.6474306502
"Estuary_243",28353.9886499954,28188.8370316837,28519.1402683072,3299.39067905479,0,6222.39079420869
"Estuary_2439",8801.00380577863,8746.05472182539,8855.95288973187,1050.86612606312,0,1982.67602008922
"Estuary_2459",1162.39155505543,1157.90728930908,1166.87582080178,653.845249718679,458.338302018177,826.537039734594
"Estuary_2481",21660.1775719232,21513.0128675628,21807.3422762836,12183.8498842068,8515.56759341026,15446.8674457009
"Estuary_2496",1989.68761961987,1982.98225652189,1996.39298271786,237.574641148642,0,446.953652847282
"Estuary_250",1161.65266789876,1155.66573797089,1167.63959782663,653.429625693054,457.451021280146,827.07804846053
"Estuary_2516",8122.5127996304,8110.67578669489,8134.34981256592,284.674224709894,21.3406481951324,515.814459321717
"Estuary_2522",3853.53984812724,3840.55586192434,3866.52383433013,460.124160970416,0,865.639664402269
"Estuary_2558",26214.2907505493,26086.1613947352,26342.4201063634,3130.06456722977,0,5897.5567402306
"Estuary_2584",3455.63171531294,3406.1959697555,3505.06746087039,1753.47953446423,1180.70486865277,2271.70353541633
"Estuary_2586",28092.3782516835,27998.9260890422,28185.8304143248,1625.20012816948,0,3057.38722916633
"Estuary_260",9186.0384299698,9162.65397151679,9209.4228884228,3961.80968744294,2552.85728267914,5202.15142019931
"Estuary_2607",84867.2522909422,84692.0544218614,85042.4501600231,2486.4545182133,0,4671.72655085374
"Estuary_2624",14996.3218249109,14983.326780865,15009.3168689569,8105.39206560467,5638.29691072401,10268.712127088
"Estuary_2637",76009.6181541427,75882.2143615667,76137.0219467188,9075.77530198719,0,17045.6019283699
"Estuary_2643",40117.2882775213,40016.773921704,40217.8026333386,4790.12397343538,0,9003.98566418029
"Estuary_2653",3785.10695204963,3780.39483681648,3789.81906728278,44.6744820694795,0,83.8689332854664
"Estuary_2655",19615.0699198426,19576.3681706951,19653.7716689902,11022.2174437605,7738.94052842242,13909.0870477657
"Estuary_2658",8789.39994645976,8778.44166187588,8800.35823104364,369.966121093582,249.864745736372,475.37384250745
"Estuary_2665",75736.5723166583,75528.628412165,75944.5162211517,36277.1013352022,24262.1780039364,46860.018431111
"Estuary_2689",32842.2344358509,32690.014858463,32994.4540132388,14987.6255547272,9839.95451871117,19541.9021871295
"Estuary_2702",5319.78785491742,5279.33540569109,5360.24030414375,24.5912420970502,0,46.4591953473247
"Estuary_2709",50226.1364755918,50090.0180285304,50362.2549226532,5997.15062395126,0,11275.1316991015
"Estuary_271",18188.1112711518,18166.8889543809,18209.3335879226,0,0,0
"Estuary_2716",928.038283424396,926.183786962765,929.892779886027,81.083153027612,12.9655552040461,140.944422497924
"Estuary_2719",2374.48892203655,2358.51734396459,2390.46050010851,283.521065317797,0,535.17772390489
"Estuary_273",2210.042930351,2198.79603130192,2221.28982940008,212.293195576607,0,400.075415144423
"Estuary_2730",728.488873941688,711.022951441991,745.954796441384,382.2138639419,257.415619534629,497.528680644913
"Estuary_2738",4537.95264924458,4463.0430570551,4612.86224143407,541.845092447115,0,1032.73035255987
"Estuary_2739",28756.2192562426,28601.2922699383,28911.1462425469,15789.3043971342,10978.3147283744,20054.3524367927
"Estuary_2752",274.092802636151,272.965932759816,275.219672512486,23.947620542019,3.8212230875119,41.7152156048514
"Estuary_2754",2851.87489670044,2848.44065492498,2855.3091384759,249.169687064537,39.8750389250377,432.780968172328
"Estuary_2766",496.07120251111,445.382089098077,546.760315924143,279.040051412499,176.297076934656,387.288557112934
"Estuary_2774",7535.80365535108,7487.08418388876,7584.5231268134,899.797451385204,0,1698.02756570449
"Estuary_2789",16128.653092442,16107.6072216638,16149.6989632202,7505.55035966733,4978.06442075809,9724.08152053754
"Estuary_2790",6440.95105810821,6432.24015869226,6449.66195752415,0,0,0
"Estuary_2809",270572.4801625,269396.573781928,271748.386543073,150951.887323182,105629.043994642,191032.575506018
"Estuary_2811",0,0,0,0,0,0
"Estuary_2815",1954.42029955054,1881.04222807114,2027.79837102993,1099.36141849718,744.579215278159,1436.35717947954
"Estuary_2825",12361.5176139848,12328.1297711049,12394.9054568647,1476.00210316236,0,2774.97883362643
"Estuary_2833",28338.687388777,28067.1080958091,28610.2666817449,15576.8152993277,10788.1085230745,19864.1534835805
"Estuary_2836",39900.1504121417,39840.0030985952,39960.2977256882,12082.5573335979,7852.68801475922,15797.0969604464
"Estuary_286",2781.41959701279,2772.98175600558,2789.85743801999,322.717019624472,0,606.930053727282
"Estuary_2865",1778.67693195687,1773.86862902274,1783.48523489101,892.698356094432,617.92283781746,1134.72056766115
"Estuary_2885",12.0197392803354,11.9977510107901,12.0417275498808,0,0,0
"Estuary_289",4481.93355873884,4466.66127999376,4497.20583748392,534.470408142688,0,1005.54680026512
"Estuary_291",246.775167665421,245.725469497363,247.824865833479,29.4656916615428,0,55.4831789179431
"Estuary_2916",128.519720806605,124.775466582868,132.263975030343,15.3456383052663,0,29.6113376933603
"Estuary_2937",22141.097236306,22122.5442868947,22159.6501857173,600.507669728482,0,1126.89536281228
"Estuary_2946",975.625898764609,974.808910339632,976.442887189586,0,0,0
"Estuary_2954",2394.76928498309,2364.98227135484,2424.55629861134,1347.05772280299,936.138815744626,1717.3940448497
"Estuary_2967",62161.6856033077,62124.2506197197,62199.1205868957,33821.8465881594,23705.0782466552,42687.2117580485
"Estuary_2968",13.5042325436675,13.4648560701841,13.543609017151,0,0,0
"Estuary_2970",74.0263544980202,73.4208670570182,74.6318419390222,35.5412842249207,24.7432850942727,45.1775118211132
"Estuary_2975",2977.99231528034,2971.98132178721,2984.00330877348,260.188626835458,41.6044724982592,452.28722298341
"Estuary_2986",7450.98889927633,7416.93543088079,7485.04236767187,3989.03143508973,2792.32623578437,5047.89618192737
"Estuary_2987",535.635556776367,533.679196107256,537.591917445478,301.295000686707,211.248015125789,380.794274857214
"Estuary_2991",2186.72459559375,2164.71190462984,2208.73728655766,1097.49298292756,754.072145637436,1405.28196061584
"Estuary_2994",2195.43106008697,2190.46405461864,2200.39806555531,1126.2916186556,770.227995855169,1439.56863765057
"Estuary_2996",2443.70812709807,2433.78737534041,2453.62887885573,213.507959276396,34.0703486868046,371.898043338865
"Estuary_2997",0,0,0,0,0,0
"Estuary_30000",3587.53144510877,3580.94361608665,3594.1192741309,0,0,0
"Estuary_30001",63219.8897416261,63197.8580386576,63241.9214445947,6468.42679662915,0,12132.5268740894
"Estuary_30002",177137.786773594,177073.527947581,177202.045599606,33432.2398256309,13068.8777974207,51264.6219200634
"Estuary_30003",54633.8561689625,54512.434822861,54755.277515064,4358.74855085273,0,8190.81689642531
"Estuary_30004",25050.4704652563,24963.1015665996,25137.8393639131,13036.1224508301,8947.92193147461,16643.7423826945
"Estuary_30005",8927.54709818388,8908.67003160032,8946.42416476744,1065.97577291748,0,2002.93078315689
"Estuary_30006",322250.251432876,321529.985949199,322970.516916552,0,0,0
"Estuary_30007",244724.090279141,244235.914105558,245212.266452724,128.890244746374,0,242.151291188689
"Estuary_30008",3031.83952105792,3025.56713359315,3038.1119085227,244.018527591536,0,458.481304889449
"Estuary_30009",3088.13518168097,3075.9624579883,3100.30790537364,368.732559006683,0,694.098784785143
"Estuary_30010",8282.69644543863,8246.98060436641,8318.41228651085,988.978680052373,0,1862.33110892034
"Estuary_30011",10682.3524906247,10656.5057140071,10708.1992672423,831.4605877799,0,1562.76069537696
"Estuary_30012",2296.44213733945,2286.85160801276,2306.03266666613,274.202046249486,0,516.275970149134
"Estuary_30013",33434.0138718411,33327.1770139305,33540.8507297516,3992.12105932431,0,7509.14568576529
"Estuary_30014",2175.01730029578,2161.56588091578,2188.46871967577,259.703558244272,0,489.955683509501
"Estuary_30015",453.612856829824,450.542990970626,456.682722689022,54.1627291737104,0,102.24240060202
"Estuary_30016",331.26444648645,327.697452087179,334.831440885722,39.5539637595762,0,74.9622628848631
"Estuary_30017",1701.85413385821,1695.72650067561,1707.98176704081,165.32129159452,0,311.093515003842
"Estuary_30018",715.6017623265,707.621037798557,723.582486854443,69.5148927640048,0,131.794041116009
"Estuary_30019",3664.2282716895,3651.98005646439,3676.47648691461,355.949983327616,0,669.637120965774
"Estuary_30020",22975.3484043124,22949.7608267251,23000.9359818998,2231.86828851425,0,4189.413588053
"Estuary_30021",268617.476756071,268388.940011956,268846.013500186,142392.230457887,99495.5284620392,180005.729838044
"Estuary_30022",12792.1561685826,12778.8933612719,12805.4189758933,7077.87099066384,4953.26059525203,8941.66790832118
"Estuary_30024",13484.0383265134,13464.2474816362,13503.8291713907,6691.82475857834,4533.06962213994,8587.49090637355
"Estuary_30025",14712.0335424489,14673.9055081387,14750.1615767591,7995.88911775184,5559.26574767906,10141.510257471
"Estuary_30026",9222.72733275963,9207.93474276422,9237.51992275504,5187.78412467729,3644.80750234417,6543.24327861815
"Estuary_30027",14891.9746602408,14866.8573601975,14917.0919602841,0,0,0
"Estuary_3021",6940.22636545108,6922.53230464685,6957.9204262553,1151.1437554464,287.329857934984,1911.19849683786
"Estuary_3023",471233.101153771,470462.170781144,472004.031526399,264372.06462602,185638.437613847,333542.593277343
"Estuary_3033",57330.28985461,57115.0381596616,57545.5415495585,31229.5280444127,21701.3606953155,39643.3989711087
"Estuary_3034",5704.97640276519,5690.32729945124,5719.62550607914,296.615244134105,0,557.581660751595
"Estuary_3035",104956.666970006,104910.59078964,105002.743150371,8336.31245725773,0,15637.4477148654
"Estuary_3039",193506.250736848,193319.086796152,193693.414677543,108282.169878783,76017.8075600048,136581.066005877
"Estuary_3040",16413.1121577771,16405.7058983046,16420.5184172496,210.958523987523,0,395.725719372277
"Estuary_3070",370.067741983361,365.265627817708,374.869856149015,208.163104865641,144.584311011176,265.532814772219
"Estuary_3072",34080.2102167872,34038.1222605949,34122.2981729794,6877.09432474129,3507.85122101664,9833.51587581478
"Estuary_308",4572.97999529361,4565.42155355059,4580.53843703663,546.02746212461,0,1025.49367993357
"Estuary_3082",4930.17535233926,4924.00535020364,4936.34535447487,0,0,0
"Estuary_309",50111.9833792794,50037.2972783728,50186.6694801859,5861.13800427016,0,11006.0125329108
"Estuary_3112",305.273220981195,305.035164421966,305.511277540424,36.4505338485009,0,68.3980472105427
"Estuary_3115",5976.21898748842,5966.13477830966,5986.30319666718,1711.61282075489,999.552602481163,2337.12420763708
"Estuary_3118",67115.3991763861,67085.0656590943,67145.7326936779,5419.93781177247,0,10166.9763941543
"Estuary_3121",4460.84172659106,4454.9768274046,4466.70662577752,0,0,0
"Estuary_3126",63680.3937230656,63659.0774468502,63701.709999281,4451.22502860399,0,8348.84067143519
"Estuary_3128",298186.315616646,297894.011884555,298478.619348737,165509.950498415,116325.042759795,208651.205099663
"Estuary_3139",54.2104779177338,54.1743813259775,54.2465745094901,6.47289288569956,0,12.1447554871993
"Estuary_3154",23256.6239796349,23222.3856291679,23290.8623301019,19.3140998057771,0,36.267251214115
"Estuary_3164",16191.4780645598,16149.9374411992,16233.0186879203,18.4720987587792,0,34.7240447058891
"Estuary_3184",391831.705552237,390696.965190755,392966.445913719,216757.147050768,151914.839526712,273899.01540645
"Estuary_3191",8162.21801157121,8157.55354194453,8166.8824811979,0,0,0
"Estuary_3196",26197.1855866117,26180.6800130437,26213.6911601796,0,0,0
"Estuary_3202",1347.43595291388,1332.69084811162,1362.18105771614,0,0,0
"Estuary_3207",98752.2728450513,98717.3093465311,98787.2363435714,22514.3187255187,13919.065172166,30041.4844875467
"Estuary_321",47750.462548594,47698.9706270869,47801.9544701012,242.451903387357,0,455.087535871408
"Estuary_3212",2286.19841236012,2284.13361474289,2288.26320997735,268.467388662336,0,503.830981953569
"Estuary_3214",2912.58058151524,2903.64337008197,2921.51779294851,1090.73995775357,662.496174059488,1468.16028846976
"Estuary_3242",50657.5907168129,50617.5078491081,50697.6735845176,3431.68443455646,0,6439.49954660267
"Estuary_3261",12285.4268166589,12272.8121770508,12298.0414562669,3.81776088890892,0,7.16565178950248
"Estuary_3269",495138.187642018,494701.138490365,495575.23679367,277382.658268344,194859.96285543,349747.828040476
"Estuary_3276",8285.19730885322,8271.3399435595,8299.05467414694,4.20152584622733,0,7.89103703860111
"Estuary_3285",3566.11852596473,3561.64201957604,3570.59503235342,0,0,0
"Estuary_3288",6385.08435586143,6366.51142259317,6403.65728912969,656.348445753903,0,1234.23306019127
"Estuary_3293",3431.11617190803,3426.119764914,3436.11257890207,0,0,0
"Estuary_3294",1117.86740154329,1080.93760206622,1154.79720102036,464.060766778566,302.00758258555,616.545890262872
"Estuary_3303",71484.2725978127,71386.0581059233,71582.4870897021,36297.7119845546,24873.9031724219,46327.1634117504
"Estuary_3307",71925.7150349578,71893.0968996098,71958.3331703059,21.0538404969422,0,39.4938531786871
"Estuary_331",6490.71319041452,6479.1173349114,6502.30904591763,0,0,0
"Estuary_3317",15894.1608640411,15878.8464483654,15909.4752797169,0,0,0
"Estuary_3321",1621.55061213025,1582.33585835229,1660.76536590821,0,0,0
"Estuary_3327",20251.5567558626,20234.2457448189,20268.8677669062,4.0883690546917,0,7.67224460360332
"Estuary_3329",40739.755904511,40719.7563215573,40759.7554874648,235.881045676295,0,442.494079144786
"Estuary_3330",255.629723904387,247.087816463696,264.171631345078,143.791719696218,97.8055940168797,187.121572202764
"Estuary_3351",26294.18955736,26104.7733878888,26483.6057268313,14790.481626015,10333.1394660393,18759.2207231722
"Estuary_3357",7564.66981685527,7559.80968581659,7569.52994789395,0,0,0
"Estuary_3358",16912.2098677,16901.98058762,16922.4391477799,1872.52378786573,0,3513.1057052286
"Estuary_3367",702.832053978335,702.419483068857,703.244624887813,39.5737515160789,0,74.244340849634
"Estuary_3397",633.23286201913,629.607468415037,636.858255623223,30.5191614703918,0,57.5510441228392
"Estuary_34",319.386471454176,317.256187520658,321.516755387695,38.1356980840808,0,71.9813631464988
"Estuary_3415",10834.3575203869,10785.8559176396,10882.8591231343,6094.32610521766,4269.40130073236,7708.69187888676
"Estuary_3418",71960.8465960041,71903.6579511376,72018.0352408705,38226.3077329728,26451.972668812,48548.9943022354
"Estuary_343",61797.2249610914,61753.2404813411,61841.2094408416,0,0,0
"Estuary_3430",4167.44348703852,4138.68454903076,4196.20242504628,2091.59397255057,1441.70073224492,2669.78223571364
"Estuary_3442",2819.47485471788,2800.5507445562,2838.39896487956,336.653713996165,0,635.462454823782
"Estuary_3454",19249.8290412451,19133.3657541427,19366.2923283475,4987.21263921217,3488.28707727115,6318.18945989708
"Estuary_347",21250.4975727966,21185.911188731,21315.0839568623,794.634159960705,0,1494.4674039276
