"Type","Mean_SOC_Carbon_Secure","Low_SOC_Carbon_Secure","Hi_SOC_Carbon_Secure","Mean_SOC_Carbon_Restor","Low_SOC_Carbon_Restor","Hi_SOC_Carbon_Restor"
"OpenCoast_60326",779.081438742784,775.685406638309,782.477470847259,11.3871356850244,0,21.4439483343463
"OpenCoast_60329",627.888598554421,619.050447647362,636.72674946148,232.249685760993,152.748698314338,304.12631928391
"OpenCoast_60333",7765.67019584807,7694.55117712826,7836.78921456788,0,0,0
"OpenCoast_60334",1359.38756381708,1349.97533582412,1368.79979181005,208.143968941585,55.5457533307162,343.691859307917
"OpenCoast_60335",933.121797615744,923.241839642554,943.001755588933,345.152380170518,227.806941697049,450.415587609732
"OpenCoast_60337",869.522313787692,852.761997282518,886.282630292867,103.823559855247,0,198.421484393925
"OpenCoast_60338",1044.03916923937,1028.58045816988,1059.49788030887,10.8411917290055,0,20.6282125146551
"OpenCoast_60340",5117.27307188162,5040.33160347284,5194.2145402904,53.1372194994973,0,101.1303216129
"OpenCoast_60341",2648.84116965732,2608.46527620523,2689.21706310941,0,0,0
"OpenCoast_60349",39657.7328894002,39528.4876632681,39786.9781155323,753.084815183645,0,1416.63587138922
"OpenCoast_60350",46.1870982788524,45.4850275904136,46.8891689672912,17.0841437257693,11.223283633235,22.3961540556673
"OpenCoast_60352",336.594350552981,327.247903750194,345.940797355768,3.49515994874355,0,6.73539835989447
"OpenCoast_60353",520.28263992583,512.990307780939,527.574972070721,47.8522411191951,0,90.9805177320772
"OpenCoast_60355",974.711824678712,951.592596003393,997.831053354031,0,0,0
"OpenCoast_60358",691.990830801152,666.512354055958,717.469307546346,4.18545122835321,0.0690344935288709,8.07164370017207
"OpenCoast_60359",709.511140580837,693.318055005932,725.704226155741,115.658635236775,31.0337834079765,193.386308532947
"OpenCoast_60360",3477.90943757708,3462.59422046246,3493.22465469169,295.903223365465,0,557.261726017886
"OpenCoast_60361",3942.69383764609,3894.21270400219,3991.17497129,23.8470685322396,0.403345864601807,44.9013525379499
"OpenCoast_60362",14995.5129123926,14883.4735505815,15107.5522742037,90.6991612393131,1.54156641247865,169.96236334642
"OpenCoast_60363",0,0,0,0,0,0
"OpenCoast_60364",462.449174860693,459.887990409334,465.010359312053,53.7025539308555,18.4052065671982,84.9660201314331
"OpenCoast_60367",493.057633580685,474.330214314627,511.785052846742,58.8725532633654,0,114.578743174644
"OpenCoast_60368",32796.2211516236,32623.2486890985,32969.1936141487,0,0,0
"OpenCoast_60370",15793.4920220758,15662.1059142393,15924.8781299122,95.5256741007003,1.62221381615122,179.157409078451
"OpenCoast_60373",5340.1907757165,5292.41579463928,5387.96575679371,637.634719488537,0,1206.26099032695
"OpenCoast_60374",3172.01401148603,3160.53738828921,3183.49063468286,374.848460579956,0,705.383803098251
"OpenCoast_60375",14330.2813424087,14314.2122031688,14346.3504816487,4493.91000136935,2550.95083829241,6198.43631177979
"OpenCoast_60376",0,0,0,0,0,0
"OpenCoast_60377",0,0,0,0,0,0
"OpenCoast_60378",7716.1518781569,7685.30097666238,7747.00277965143,921.331567541123,0,1734.40360738465
"OpenCoast_60380",1792.56774927998,1779.77256176711,1805.36293679285,278.761029618064,153.766738903727,389.927293188845
"OpenCoast_60383",1439.80858061266,1432.51791597342,1447.0992452519,419.56694016075,228.821116733313,588.415050292068
"OpenCoast_60386",5893.54515523736,5866.66366469889,5920.42664577583,549.957917546885,175.336129752582,881.049377992925
"OpenCoast_60388",17621.5544613335,17508.0787345942,17735.0301880728,106.582563645088,1.81341177061638,199.521907326568
"OpenCoast_60389",5379.73814922967,5361.43192309832,5398.04437536101,2845.24039672437,1961.21293043532,3625.19909005411
"OpenCoast_60390",6094.69267694518,6063.69769325534,6125.68766063503,646.089914729451,136.615066925537,1096.81910574811
"OpenCoast_60391",1407.23350503756,1385.73199994821,1428.73501012692,8.5115393731738,0.143528182487586,16.0734958588612
"OpenCoast_60392",1702.26229453691,1676.9089513887,1727.61563768512,0,0,0
"OpenCoast_60393",72158.8120341945,71854.6214308778,72463.0026375112,1642.97495326881,0,3093.56443315435
"OpenCoast_60395",16754.7976748989,16708.4776260919,16801.1177237059,4233.19415669276,2060.799572588,6145.9847491602
"OpenCoast_60396",525.803300160978,520.022673991459,531.583926330496,153.221535657951,83.0650476776146,216.151023347238
"OpenCoast_60398",464.290570332228,459.339457945766,469.24168271869,43.3254125438671,13.728212047246,69.830287143686
"OpenCoast_60400",13568.997669445,13251.0362283926,13886.9591104975,61.5128748309192,0,118.039316308947
"OpenCoast_60404",2711.43482306812,2691.49069692467,2731.37894921157,790.124762054078,429.921259678719,1110.62491880939
"OpenCoast_60405",24505.8590295332,24232.0704401697,24779.6476188967,2909.98224832037,0,5517.17560204598
"OpenCoast_60407",33213.5739515921,33092.5368010887,33334.6111020955,9.02830639991873,0,16.9897639134578
"OpenCoast_60409",0,0,0,0,0,0
"OpenCoast_60410",80873.2210237255,80762.9224790114,80983.5195684396,2980.67284253863,0,5596.38378475188
"OpenCoast_60411",52923.8200936658,52572.2578810505,53275.3823062811,416.090982139829,0,785.353106661011
"OpenCoast_60414",12042.6767660074,11964.8288695931,12120.5246624216,0,0,0
"OpenCoast_60416",2198.27384717628,2190.2799963748,2206.26769797775,32.1302001637101,0,60.4631983537418
"OpenCoast_60417",282.004583669191,278.628379739657,285.380787598724,82.1774518325497,44.5062894465084,116.040659297049
"OpenCoast_60418",24001.4744615889,23955.0772338818,24047.8716892961,2787.20462001431,958.707672340716,4393.99232544773
"OpenCoast_60421",5226.88248301951,5214.38231408664,5239.38265195238,1552.62794390543,827.496450606516,2190.60862529903
"OpenCoast_60423",32746.5582774733,32658.8815513767,32834.2350035698,340.036779472345,0,639.276009889056
"OpenCoast_60424",26246.9833629753,26119.6884497697,26374.2782761808,3133.96816274331,0,5904.68916630914
"OpenCoast_60425",0,0,0,0,0,0
"OpenCoast_60427",1167.70760681796,1159.77067444974,1175.64453918617,340.275446467036,185.254242144543,478.036971493555
"OpenCoast_60428",0,0,0,0,0,0
"OpenCoast_60429",33207.2111951641,33142.2385427917,33272.1838475365,3856.23360802581,1326.38764046982,6079.44529835607
"OpenCoast_60430",61493.4677043211,61155.6806145683,61831.2547940739,2806.96669156183,231.005989479983,5087.60971453718
"OpenCoast_60431",8437.62764246745,8362.91479015001,8512.3404947849,1007.4779274588,0,1905.74787196677
"OpenCoast_60432",100957.715378468,100587.342794981,101328.087961955,0,0,0
"OpenCoast_60433",8790.56757572419,8763.51626718854,8817.61888425985,1049.62000904169,0,1974.09378005818
"OpenCoast_60434",261.634048259647,256.049894793951,267.218201725342,3.82407057747712,0,7.32316715213606
"OpenCoast_60435",7090.94391283843,7060.19648998584,7121.69133569102,0,0,0
"OpenCoast_60437",4709.06119953979,4675.78626007774,4742.33613900183,28.4823802638909,0.484297904381559,53.3520350178879
"OpenCoast_60438",13278.0797281493,13222.4289427007,13333.7305135979,80.3114039011365,1.36952252981674,150.006586717889
"OpenCoast_60439",27385.1274760313,27147.7533325507,27622.501619512,165.63675460911,2.81184795803801,310.757531834523
"OpenCoast_60442",3539.94826485045,3527.91994415071,3551.97658555019,299.942214128179,0,564.302591039975
"OpenCoast_60443",9219.29533025516,9145.61855075438,9292.97210975593,0,0,0
"OpenCoast_60444",26378.8375343211,26342.6650539155,26415.0100147268,4802.99813591941,1558.6522831416,7650.404420009
"OpenCoast_60447",2938.27685852733,2916.7282093813,2959.82550767337,0,0,0
"OpenCoast_60449",36979.4932362116,36871.6171632935,37087.3693091297,2396.26298347095,0,4506.09999213489
"OpenCoast_60450",1238.77520781412,1215.61489988581,1261.93551574242,30.4850211201745,0,58.2280747049164
"OpenCoast_60451",3992.75364913376,3952.59008491866,4032.91721334886,473.245239289331,0,896.260625833727
"OpenCoast_60453",1035.38649459197,1025.8194122187,1044.95357696525,123.628238160236,0,233.944830663861
"OpenCoast_60454",1895.34149756388,1846.92502595474,1943.75796917303,0,0,0
"OpenCoast_60455",874.030348459423,867.989977822591,880.070719096255,12.7749188670153,0,24.1185104159439
"OpenCoast_60456",1428.89121993776,1416.91426903511,1440.86817084041,8.64253433061768,0.146757908298961,16.2099958445835
"OpenCoast_60457",0,0,0,0,0,0
"OpenCoast_60458",169.406922597992,167.790802758176,171.023042437807,2.47606927552878,0,4.68691997233863
"OpenCoast_60459",1460.36414777764,1456.64852169001,1464.07977386527,0,0,0
"OpenCoast_60463",31613.179691303,31521.8562150147,31704.5031675913,0,0,0
"OpenCoast_60465",31614.8258178689,31519.4687037327,31710.1829320051,33.2630545222919,0,62.5563432162915
"OpenCoast_60468",80.3353520926487,77.4054177221157,83.2652864631817,1.1741898973481,0,2.28190148277068
"OpenCoast_60469",13.5986394865739,12.9449276699231,14.2523513032247,0,0,0
"OpenCoast_60471",717.179318714711,711.151456275513,723.20718115391,0,0,0
"OpenCoast_60474",7104.37196029251,7069.94397302883,7138.79994755619,164.505797882814,0,309.943120551936
"OpenCoast_60477",1122.40714138708,1113.02353595644,1131.79074681771,109.032727668824,0,206.145503699591
"OpenCoast_60479",3459.24721834744,3432.35593918654,3486.13849750833,413.044443981783,0,780.47876809888
"OpenCoast_60484",6867.59115573808,6783.68830717134,6951.49400430482,595.305337645838,0,1129.83433479385
"OpenCoast_60485",19738.603071956,19682.1957237126,19795.0104201995,119.387362947927,2.03859749193566,222.69701222407
"OpenCoast_60486",581.671453055689,575.17755241272,588.165353698657,8.50177071441852,0,16.1187867084655
"OpenCoast_60487",0,0,0,0,0,0
"OpenCoast_60488",0,0,0,0,0,0
"OpenCoast_60489",0,0,0,0,0,0
"OpenCoast_60490",3322.03362447048,3294.70829845638,3349.35895048459,396.660731280058,0,749.856481451774
"OpenCoast_60491",16121.4475228221,16075.9066530742,16166.9883925701,1880.14284006308,0,3535.22622138655
"OpenCoast_60493",2118.11633862027,2081.39171109053,2154.84096615002,980.550270528197,656.038976963132,1276.11792649975
"OpenCoast_60494",1386.35817931474,1374.14984943096,1398.56650919853,18.5585652264586,0,35.1037364095874
"OpenCoast_60496",21.2779976930568,19.3161731114761,23.2398222746376,9.85033069893412,6.08831215161132,13.7628503816316
"OpenCoast_60498",935.553965036089,930.537956999569,940.56997307261,4.35010438289937,0,8.20017681074296
"OpenCoast_60499",202.342892056735,200.142073867791,204.543710245679,2.70867501369764,0,5.13400574193507
"OpenCoast_60500",375.171034120612,372.999931759855,377.342136481368,25.1082857378333,0,47.3504747936484
"OpenCoast_60501",559.338085443152,556.349506086728,562.326664799576,2.60078963688101,0,4.9025359183946
"OpenCoast_60504",6645.01409813343,6602.32345909347,6687.70473717339,3076.2098628788,2081.00258332151,3960.524250424
"OpenCoast_60506",8764.91778442015,8732.18075068058,8797.65481815973,117.332086926563,0,220.8193559105
"OpenCoast_60510",352.642885022186,347.521662427391,357.764107616982,4.72067470079462,0,8.97980671494475
"OpenCoast_60511",439.40981591078,434.507714943933,444.311916877627,6.42245976644249,0,12.1764550991373
"OpenCoast_60513",254.308106031088,251.024545464435,257.59166659774,3.40431040391591,0,6.46549871320407
"OpenCoast_60516",4540.67363809792,4525.73915892797,4555.60811726787,21.1130571111881,0,39.7171854423727
"OpenCoast_60517",3106.44636787432,3083.91848933092,3128.97424641771,1438.08287149357,972.027860012145,1853.00919656439
"OpenCoast_60518",1326.7879720583,1314.2219505985,1339.3539935181,158.422444424871,0,299.855371683156
"OpenCoast_60522",765.277830949958,762.480424546802,768.075237353114,3.55836068357929,0,6.69631492665424
"OpenCoast_60524",16037.2528487258,15974.3143741714,16100.1913232803,1914.89586253443,0,3604.52044551051
"OpenCoast_60525",20.9252552793753,20.3625257202644,21.4879848384862,9.68703387578253,6.41811460607219,12.7253950929565
"OpenCoast_60528",2994.54248522005,2946.21261175599,3042.87235868411,1684.43014793628,1166.20915882008,2155.36792073458
"OpenCoast_60530",953.257507464687,946.671018639409,959.843996289965,517.148603443795,357.815772182073,658.907960547903
"OpenCoast_60531",7270.85419982521,7263.95654120424,7277.75185844617,796.176684006375,0,1494.24749033052
"OpenCoast_60533",10999.1901883343,10985.7009835741,11012.6793930945,51.1436295871731,0,96.0119084903313
"OpenCoast_60534",16185.8202368672,16139.7865912291,16231.8538825052,0,0,0
"OpenCoast_60535",5836.13813701564,5815.06376717373,5857.21250685755,0,0,0
"OpenCoast_60536",2279.54343726261,2264.07566725924,2295.01120726598,272.184291016431,0,513.808479238652
"OpenCoast_60537",13207.0527181656,13052.9300628574,13361.1753734739,1576.96151858694,0,2991.30791943445
"OpenCoast_60539",7898.77568612518,7887.40557310759,7910.14579914277,0,0,0
"OpenCoast_60541",546.230932050798,543.115400189924,549.346463911671,65.2216038269609,0,122.988014308583
"OpenCoast_60543",0,0,0,0,0,0
"OpenCoast_60545",7326.09694529963,7289.3940871085,7362.79980349077,3391.5069775198,2297.56206585554,4360.32216115259
"OpenCoast_60546",6998.60572410764,6826.93207534668,7170.2793728686,3936.71571981055,2702.32727982473,5078.94788911526
"OpenCoast_60548",1722.23735690383,1713.62974300688,1730.84497080078,205.640281421353,0,387.502605403159
"OpenCoast_60549",2387.62986590143,2347.69024693033,2427.56948487253,285.090133241962,0,543.485705568478
"OpenCoast_60550",1270.13767397384,1262.49219131272,1277.78315663496,17.0027726028761,0,32.0720986982799
"OpenCoast_60557",744.346447189055,736.545599403592,752.147294974518,418.694876543844,291.549299763922,532.77100060695
"OpenCoast_60558",163.402678338023,157.63671316338,169.168643512665,75.6448253233102,49.6859036597926,100.183327669819
"OpenCoast_60560",2177.26459330594,2157.2747113447,2197.25447526718,1007.93207013751,679.956726606498,1301.23562203292
"OpenCoast_60562",22127.237517275,22090.6777862385,22163.7972483116,573.891728328207,0,1077.82488939416
"OpenCoast_60563",26029.7018422322,25995.3881860946,26064.0154983697,0,0,0
"OpenCoast_60564",1507.49676532768,1501.83280853869,1513.16072211668,121.297291751095,0,228.286929611987
"OpenCoast_60565",2433.70979853538,2430.22990799016,2437.18968908059,290.592214750493,0,545.639482629984
"OpenCoast_60566",5035.73159090146,5022.91467518381,5048.54850661911,73.6027789232066,0,138.356460566408
"OpenCoast_60567",10118.5274835739,10104.9443920831,10132.1105750647,1208.18238609838,0,2268.38296456673
"OpenCoast_60568",881.190547471582,873.663641090659,888.717453852505,105.216781787652,0,198.966594146083
"OpenCoast_60569",21049.8667601277,21033.0537844245,21066.679735831,835.496918292691,0,1567.80796392786
"OpenCoast_60570",3442.33949358588,3435.45451961717,3449.22446755459,50.3135935963713,0,94.5266720532094
"OpenCoast_60571",1751.87666792643,1747.46432179297,1756.2890140599,209.179303633007,0,393.199032998485
"OpenCoast_60574",16156.4965567304,16085.6518433023,16227.3412701585,202.693297161699,0,381.716415282304
"OpenCoast_60575",9170.97281912326,9114.91904497308,9227.02659327344,0.720256919602027,0,1.35873598463144
"OpenCoast_60578",5082.58775473303,4987.2542044721,5177.92130499396,0,0,0
"OpenCoast_60579",1554.66202107196,1475.56855908601,1633.75548305792,180.537290516347,59.0538233230842,298.517438339874
"OpenCoast_60580",384.312245520855,379.743252171456,388.881238870254,5.61714792258993,0,10.6573665124195
"OpenCoast_60581",217.029217194343,208.399911095136,225.658523293549,0,0,0
"OpenCoast_60582",9099.94169191473,9047.09265354856,9152.79073028089,0,0,0
"OpenCoast_60583",6863.23045914208,6801.93516000382,6924.52575828035,0,0,0
"OpenCoast_60584",8953.00681480759,8908.79328816703,8997.22034144815,0,0,0
"OpenCoast_60585",194.800702639374,193.295820598573,196.305584680174,2.84722741703643,0,5.37979299399791
"OpenCoast_60586",389853.622073848,389371.16088197,390336.083265726,6510.79473110346,0,12222.8477420269
"OpenCoast_60587",26595.5301189143,26554.9136816285,26636.1465562002,3175.58568584052,0,5963.31639317914
"OpenCoast_60589",3620.04510743223,3594.27169097423,3645.81852389023,0,0,0
"OpenCoast_60590",173108.620774745,172941.277827389,173275.963722102,256.315211937828,0,481.05560651447
"OpenCoast_60591",387.417401757295,383.825740656605,391.009062857985,0,0,0
"OpenCoast_60592",1001023.88603085,1000392.14078853,1001655.63127317,1533.13056413768,0,2876.43397764198
"OpenCoast_60593",0,0,0,0,0,0
"OpenCoast_60594",88245.3698898585,88092.1558050085,88398.5839747085,2762.92155941462,0,5189.47241489029
"OpenCoast_60597",0,0,0,0,0,0
"OpenCoast_60599",1749.47717112333,1730.38617545922,1768.56816678743,18.1663849369598,0,34.4336696365166
"OpenCoast_60601",0,0,0,0,0,0
"OpenCoast_60603",1246.96414341856,1234.89243675042,1259.03585008669,116.360829603669,36.9070519285798,187.363651128273
"OpenCoast_60605",7450.71074765871,7375.18224639416,7526.23924892326,45.0650284119931,0.763889773332237,84.671387306188
"OpenCoast_60606",13566.3373593969,13440.1791685806,13692.4955502132,0,0,0
"OpenCoast_60609",2527.87041044912,2504.85779456293,2550.88302633531,15.2896221215571,0.259442436673842,28.6978393261306
"OpenCoast_60610",139.109844784787,137.70901051438,140.510679055194,22.6765358224491,6.16402756970388,37.4434109001733
"OpenCoast_60611",1152.99321510131,1141.06938929087,1164.91704091176,11.9725589570192,0,22.6807025558801
"OpenCoast_60612",578.727109223979,542.086176334499,615.368042113459,3.5003846617136,0.0561469632250995,6.92298824238062
"OpenCoast_60613",6132.48396716343,6116.32236510976,6148.64556921709,672.060108534421,0,1263.43361557712
"OpenCoast_60614",6950.34188510804,6896.53314652712,7004.15062368896,798.438346659225,0,1508.66205653299
"OpenCoast_60615",14455.6004462997,14363.7856234034,14547.4152691959,1726.04184433429,0,3256.88401549162
"OpenCoast_60616",4648.801340264,4608.12755141581,4689.47512911218,28.117903321712,0.477290105265953,52.7573402581641
"OpenCoast_60618",4014.70952747348,3937.74787760325,4091.67117734372,479.368301787879,0,916.045785972474
"OpenCoast_60621",338.998523066208,319.328280657179,358.668765475237,156.934294609028,100.649866837401,212.40715602147
"OpenCoast_60622",26760.0567906015,26702.2574124608,26817.8561687422,0,0,0
"OpenCoast_60623",0,0,0,0,0,0
"OpenCoast_60624",861.995196826015,834.135644958783,889.854748693248,399.047780346349,262.913267239124,526.980698170615
"OpenCoast_60626",947.309155870721,935.395502697051,959.222809044391,438.542601332249,294.829611060461,568.061142960362
"OpenCoast_60627",937.943165303081,904.546573389127,971.339757217036,111.993213767532,0,217.464124750083
"OpenCoast_60629",544.781531813029,536.152852514659,553.4102111114,252.198459857024,168.991337375554,327.734947590606
"OpenCoast_60630",9053.60934071466,9035.32807507736,9071.89060635195,4949.75060986304,3453.8419622555,6265.18132041311
"OpenCoast_60633",2845.35015643687,2835.77099181452,2854.92932105921,38.0894470550525,0,71.6581483220965
"OpenCoast_60634",2683.57883988111,2667.47226717083,2699.6854125914,35.9238858206866,0,67.7615576299805
"OpenCoast_60635",9262.86335063383,9209.72768820895,9315.9990130587,4288.10400954941,2902.83674067098,5517.02586435351
"OpenCoast_60636",1500.89963563603,1495.83778388527,1505.96148738678,20.0918811616831,0,37.7993286329377
"OpenCoast_60639",0,0,0,0,0,0
"OpenCoast_60640",1482.12288282812,1473.25400174247,1490.99176391376,686.126615056379,464.358555364657,882.979926631563
"OpenCoast_60641",1677.88587776636,1667.35939159099,1688.41236394173,776.752164817798,525.539110999971,999.89433967344
"OpenCoast_60642",3490.08762534934,3440.78095856235,3539.39429213634,0,0,0
"OpenCoast_60643",624.481202281404,605.212158887101,643.750245675707,74.5649196753915,0,144.123189330382
"OpenCoast_60644",12635.8332281301,12605.9831935121,12665.6832627481,1115.09895555942,0,2095.74973056014
"OpenCoast_60645",808.666804196815,784.743936596694,832.589671796935,96.5572303518585,0,186.400672790359
"OpenCoast_60647",261.6235606804,257.71069881575,265.536422545049,3.50223916741739,0,6.66491048002282
"OpenCoast_60648",6654.55223685228,6620.3594008774,6688.74507282716,534.877612210615,0,1008.04866331574
"OpenCoast_60649",19027.7177230841,18975.409440866,19080.0260053022,2271.96629529363,0,4271.64761312736
"OpenCoast_60654",2590.11471587235,2574.96266763438,2605.26676411033,34.672722832917,0,65.3916686567858
"OpenCoast_60655",236.206104520725,232.732128623924,239.680080417527,67.6552562328023,34.7250395617928,97.4277897551308
"OpenCoast_60656",11055.9288986464,11032.2402863363,11079.6175109566,0,0,0
"OpenCoast_60657",92028.3704949014,91926.8209685109,92129.9200212919,0,0,0
"OpenCoast_60659",8792.82328170979,8711.52566062247,8874.12090279711,0,0,0
"OpenCoast_60661",0,0,0,0,0,0
"OpenCoast_60662",49385.8708768673,49303.9481926414,49467.7935610931,1223.86441844915,608.664321858126,1764.20123462021
"OpenCoast_60663",276.7271021563,274.255874731433,279.198329581168,33.0420420485135,0,62.5070887122017
"OpenCoast_60664",28350.549926317,28289.2587839759,28411.8410686581,1035.63725521478,0,1946.01787992764
"OpenCoast_60665",26032.1484594391,25979.2315999463,26085.065318932,348.480884938519,0,654.72986172635
"OpenCoast_60666",8461.79353254122,8418.11760948888,8505.46945559356,1361.10640660093,311.713144252255,2289.66793660264
"OpenCoast_60667",17861.6115292867,17716.1671984071,18007.0558601663,2132.72973484021,0,4031.43041645514
"OpenCoast_60670",1285.89580655617,1252.16369544456,1319.62791766779,153.539797797752,0,295.439086045027
"OpenCoast_60672",2602.94126716952,2579.01120736487,2626.87132697417,310.798957273973,0,588.105520964367
"OpenCoast_60673",4891.95797832747,4838.44133986699,4945.47461678795,584.114385471937,0,1107.19580972864
"OpenCoast_60675",0,0,0,0,0,0
"OpenCoast_60676",75367.8626726146,75194.6734836363,75541.051861593,34890.4244706896,23700.7942341786,44736.1508257656
"OpenCoast_60679",82.8861013562443,76.0375846123518,89.7346181001368,9.89684792313365,0,20.0898398731649
"OpenCoast_60680",9030.2718725374,8877.845964635,9182.69778043981,4180.42926448864,2798.23012325914,5438.08356873092
"OpenCoast_60681",99.5066153201728,92.2247984523271,106.788432188019,46.065098877004,29.0685612443395,63.2411555185022
"OpenCoast_60682",7332.80526678385,7315.92553894532,7349.68499462238,560.131473170665,0,1052.66412382441
"OpenCoast_60683",732.098075521638,715.868106149954,748.328044893321,87.4146955846732,0,167.536129453729
"OpenCoast_60686",182.932310555111,179.100579003267,186.764042106954,75.3222518801046,46.7743931454076,101.508605320667
"OpenCoast_60687",6426.16022921823,6402.0956839997,6450.22477443676,3614.71512893525,2534.16287491655,4568.90921522604
"OpenCoast_60689",331.635068309448,314.221561780715,349.04857483818,39.5982171115758,0,78.1452033219805
"OpenCoast_60690",11299.9664232863,11209.9793569641,11389.9534896086,1349.24972218344,0,2549.9895872258
"OpenCoast_60692",655.928046475531,650.655494182859,661.200598768203,3.04991008159509,0,5.76454912711722
"OpenCoast_60693",125.767992270354,121.111390209662,130.424594331047,58.2224104483398,38.1733972074387,77.2387222522848
"OpenCoast_60694",6066.1027031737,6009.2423980598,6122.9630082876,724.310770528203,0,1370.81261379573
"OpenCoast_60695",650.560710920253,634.070913053731,667.050508786774,77.6788908561496,0,149.339666146293
"OpenCoast_60696",14122.8161493717,14056.1482240707,14189.4840746727,6537.94644958312,4430.39195929633,8403.15145290023
"OpenCoast_60698",27993.4192366475,27958.7480480338,28028.0904252612,1813.8178443931,0,3405.12064602366
"OpenCoast_60702",3248.84830439851,3229.48600687195,3268.21060192506,1630.56117073826,1124.98362359421,2079.35884015278
"OpenCoast_60703",6568.54218680009,6485.46045903633,6651.62391456386,784.303544692549,0,1489.16953311131
"OpenCoast_60705",8.91914030246947,8.77072384736779,9.06755675757115,0.119396595726173,0,0.227593839980596
"OpenCoast_60706",4492.22346442915,4445.59531421921,4538.85161463909,536.384891275122,0,1016.16080924756
"OpenCoast_60707",9471.17865726218,9458.6326806297,9483.72463389467,5316.06017230815,3733.80216370884,6705.07257339626
"OpenCoast_60710",3455.79839443999,3390.25040068557,3521.3463881944,1722.53862594638,1147.98719054732,2247.68963049676
"OpenCoast_60712",517.294526781406,514.35702146875,520.232032094063,150.742039383613,82.1600531062983,211.53515098053
"OpenCoast_60713",1579.23600862927,1533.33314574505,1625.1388715135,888.320254853967,606.944370190748,1151.14003398873
"OpenCoast_60714",724.069149384971,718.169089281799,729.969209488143,86.4560178370115,0,163.425942422719
"OpenCoast_60717",7922.36563877177,7904.20388675691,7940.52739078663,0,0,0
"OpenCoast_60718",503.690821400592,500.825863680736,506.555779120448,60.1421876299214,0,113.408010250847
"OpenCoast_60722",1877.28508819259,1863.70918492923,1890.86099145594,8.72893108820632,0,16.4851046688458
"OpenCoast_60723",995.071348261852,981.967839421905,1008.1748571018,0,0,0
"OpenCoast_60725",5851.62202465777,5765.01925569728,5938.22479361827,3291.53738887,2281.98678871351,4206.24256214627
"OpenCoast_60727",3337.20243977696,3327.34868811333,3347.0561914406,1877.17637237454,1317.07552237819,2370.83146893709
"OpenCoast_60728",3841.58987269661,3831.9356766892,3851.24406870402,51.4256685534057,0,96.6654469040928
"OpenCoast_60732",4570.97247787987,4550.28204422351,4591.66291153622,1893.98121744705,1202.32152883251,2505.69064951732
"OpenCoast_60733",15.0761171736227,14.2600967071436,15.8921376401019,0.201817328380973,0,0.398889439317917
"OpenCoast_60734",1288.97396624267,1272.38895517644,1305.5589773089,153.907339252856,0,292.289323278113
"OpenCoast_60737",1878.60643740341,1869.34809391522,1887.86478089159,25.1480754566826,0,47.3850240295971
"OpenCoast_60740",36284.6950730993,35951.6676455323,36617.7225006662,18239.5184663494,12309.5763088118,23542.5577087358
"OpenCoast_60742",10182.3107096523,10151.535576786,10213.0858425187,136.306100602772,0,256.346388238424
"OpenCoast_60743",67.633188505135,66.1231867301463,69.1431902801236,0.314478309900913,0,0.602811488552684
"OpenCoast_60746",77909.4918293076,77744.9784672917,78074.0051913234,0,0,0
"OpenCoast_60747",11169.0925828198,11084.9991026384,11253.1860630013,6282.61457783615,4387.81214479435,7971.00679462592
"OpenCoast_60748",151784.824232487,151502.226411711,152067.422053262,84122.0766754672,58848.9027747679,106337.669027285
"OpenCoast_60749",1672.30396662973,1659.89439357759,1684.71353968187,914.274878360115,634.510762842648,1163.48799352491
"OpenCoast_60750",7459.72923791008,7346.01632464037,7573.4421511798,890.713938854935,0,1695.54675026413
"OpenCoast_60751",41891.1759119719,41799.649794982,41982.7020289618,1468.18334659553,109.982403983867,2662.20229605575
"OpenCoast_60753",348.258012086148,343.660032591989,352.855991580306,174.786859434885,119.71313946776,224.500289228977
"OpenCoast_60754",3036.20722667881,2965.39047794896,3107.02397540866,362.532206170604,0,695.602382554178
"OpenCoast_60755",5134.39762185991,5018.99344248355,5249.80180123626,2127.43627439601,1326.16919353994,2864.83993677485
"OpenCoast_60756",290.405296210876,284.701614733404,296.108977688347,158.769142552132,108.829958969665,204.497222940574
"OpenCoast_60757",7069.57441178351,6946.50240547039,7192.64641809663,844.128287974151,0,1610.29397420074
"OpenCoast_60758",1968.30142194889,1961.51525735487,1975.08758654291,26.3487826375616,0,49.5742988036964
"OpenCoast_60760",130.67086410654,129.119566039513,132.222162173567,14.2856356623773,2.50658645068598,24.857594938631
"OpenCoast_60762",541.365467092086,537.876721150544,544.854213033627,2.51722121775926,0,4.75020573786597
"OpenCoast_60764",4035.73478977673,4027.30211285788,4044.16746669558,441.208047646528,78.1816514610912,760.298236683996
"OpenCoast_60765",18054.8014640903,18023.971415317,18085.6315128635,2155.79718974212,0,4049.02198049183
"OpenCoast_60766",10994.6033443114,10867.7887873004,11121.4179013225,5981.23247095556,4122.3733101018,7652.90787760892
"OpenCoast_60767",570.329541300565,558.88487178206,581.77421081907,33.3415630749413,0,63.7699132937858
"OpenCoast_60769",379.714694958089,376.905668636437,382.523721279741,45.3390680546972,0,85.6396390924793
"OpenCoast_60772",343.182841485261,340.157467873839,346.208215096683,172.239687224513,118.493029536919,220.270723120098
"OpenCoast_60773",4621.15164656227,4610.42594946764,4631.87734365689,551.779301082062,0,1036.98746499781
