"Type","AGB","Mean_AGB_Carbon_Secure","Low_AGB_Carbon_Secure","Hi_AGB_Carbon_Secure","Mean_AGB_Carbon_Restor","Low_AGB_Carbon_Restor","Hi_AGB_Carbon_Restor"
"OpenCoast_60405",22983.8911518753,3127.06061519219,3109.84666860581,3144.27456177857,4232.61117054982,2771.4031527815,6340.47029825629
"OpenCoast_60407",17591.2414188329,5465.18282752274,5448.85144936848,5481.51420567701,167.708587201729,6.23671541161064,1759.68127884578
"OpenCoast_60409",0,0,0,0,0,0,0
"OpenCoast_60410",40430.0685849718,9990.70928986899,9973.66634622097,10007.752233517,2955.40297172484,1790.51835544707,6613.45770579917
"OpenCoast_60411",27874.7445661549,8267.55849613546,8222.90047762999,8312.21651464092,658.213461393013,280.09799042741,3189.6520707871
"OpenCoast_60414",10621.9856607874,3305.45571778043,3292.2017404031,3318.70969515775,95.8103106603023,0,1058.13932309378
"OpenCoast_60416",1814.15668097933,516.092703615753,514.030534184627,518.154873046879,64.8184072006398,33.411531991215,229.36818671249
"OpenCoast_60417",42.3433355062066,4.79829814632959,4.61543935830343,4.98115693435576,8.76046131611281,5.94024826315717,13.0592360910178
"OpenCoast_60418",13518.65034941,2495.71380312352,2480.2742586843,2511.15334756275,1833.09322526106,1213.28154426122,3071.35939520868
"OpenCoast_60421",1800.27680472594,192.60042335154,190.042703276574,195.158143426505,383.866212289754,266.60854120581,553.505357325188
"OpenCoast_60423",13596.8367487029,3970.66394914667,3955.28592169097,3986.04197660236,383.179146155479,179.672294234543,1615.84771170566
"OpenCoast_60424",14726.6610930237,1992.51724588611,1984.05584826519,2000.97864350703,2723.10690271102,1785.65026343867,4068.65657513096
"OpenCoast_60425",0,0,0,0,0,0,0
"OpenCoast_60427",115.4791647268,13.0859663138034,12.7512866556661,13.4206459719408,23.8916170233653,16.4113971670041,35.185276543432
"OpenCoast_60428",0,0,0,0,0,0,0
"OpenCoast_60429",17164.5456243175,3168.79217464355,3145.66769426621,3191.91665502088,2327.46697971917,1538.77360314843,3903.99224987055
"OpenCoast_60430",46556.6293080158,11104.7399203542,11069.7653235125,11139.714517196,3803.15835036551,2347.82597861506,8027.77055398814
"OpenCoast_60431",6371.85530338943,862.11202254859,856.073375144123,868.150669953057,1178.21976414974,770.46603762971,1765.23969557122
"OpenCoast_60432",84986.5909065778,26446.9772242179,26386.2101814032,26507.7442670326,766.579049977332,0,8451.74454890896
"OpenCoast_60433",2647.87859237944,358.257973548939,354.160809230122,362.355137867755,489.619230516883,318.74472830711,736.788780331102
"OpenCoast_60434",179.865668921235,51.1683253902331,50.4209279684989,51.9157228119673,6.42646045503545,3.27731590987777,22.9811892595515
"OpenCoast_60435",936.123732729911,291.312344388221,285.483498212999,297.141190563442,8.4438360692238,0,94.7406694550107
"OpenCoast_60437",2811.71776490804,843.740018583574,840.685023594409,846.795013572739,56.6001269176292,21.5716636948973,311.340296338941
"OpenCoast_60438",7218.20230425565,2166.03751000302,2159.80588217682,2172.26913782921,145.303049842684,55.4198122114487,798.676074208588
"OpenCoast_60439",21401.1020194248,6422.0408040026,6392.0290663769,6452.05254162831,430.806073637405,164.017078308766,2372.21986207695
"OpenCoast_60442",4347.17889391171,773.009967155549,767.512728933654,778.507205377445,619.000186463918,398.537641799257,1018.3062431715
"OpenCoast_60443",8251.22895795782,2567.69993942689,2554.88928577638,2580.5105930774,74.4260852007796,0,822.771493444969
"OpenCoast_60444",25425.7804901014,3243.26270852212,3233.17809648241,3253.34732056183,4898.32646221326,3312.9625197423,7214.0938578072
"OpenCoast_60447",1133.12028839955,352.615702547057,348.762856994838,356.468548099277,10.220745001364,0,113.656638524407
"OpenCoast_60449",21425.6154004065,4392.40024686166,4376.26755940036,4408.53293432295,2468.29606050251,1569.24076757684,4417.05042618734
"OpenCoast_60450",779.666972229,208.349058353199,205.371816294774,211.326300411625,41.3081028242488,23.3901142606867,113.229279134652
"OpenCoast_60451",1390.63849893492,189.55523106623,183.703501249979,195.40696088248,255.741122677722,163.169895856231,392.943961891136
"OpenCoast_60453",423.355500520706,57.2799992204516,56.7748623882897,57.7851360526134,78.2826656012838,51.0973761494607,117.496443306981
"OpenCoast_60454",2316.86235667158,720.98439677263,712.305151281058,729.663642264201,20.8980984571777,0,232.646378692934
"OpenCoast_60455",888.326145377845,252.711712757425,250.600047744251,254.823377770598,31.7392022540151,16.2887823881678,112.800977336183
"OpenCoast_60456",1421.98366219776,426.708731773267,423.12595691901,430.291506627525,28.6246566990768,10.8572540096088,158.204858363913
"OpenCoast_60457",0,0,0,0,0,0,0
"OpenCoast_60458",128.589489825153,36.5812380795073,36.0048665318025,37.1576096272121,4.59440245740509,2.34028461339354,16.4483130162382
"OpenCoast_60459",528.350479406587,164.417385686536,163.522818520181,165.311952852891,4.76572132424742,0,52.7081588806318
"OpenCoast_60463",9320.89760135384,2900.5701245653,2892.82860890684,2908.31164022377,84.0744963642117,0,927.287769346709
"OpenCoast_60465",12396.6395322106,3833.10991937635,3817.59929810726,3848.62054064544,136.418025232811,16.9620866047176,1259.67161035562
"OpenCoast_60468",85.075961361464,24.2024756583015,23.6735755187339,24.731375797869,3.03969792925294,1.53876155829008,10.9476743667509
"OpenCoast_60469",18.1869436794769,5.65959500361642,5.60636037392037,5.71282963331247,0.164046231988882,0,1.82148191207064
"OpenCoast_60471",233.105221562927,72.5400138981672,72.0182107265638,73.0618170697706,2.1026090984976,0,23.2950721092022
"OpenCoast_60474",2719.08054516216,733.307053708691,722.709096223845,743.905011193537,137.369727657685,76.9934587458128,388.160679465173
"OpenCoast_60477",1501.30207520415,243.128434332043,238.713460669599,247.543407994488,237.603503169077,152.302857855586,379.794644576578
"OpenCoast_60479",2082.15830946145,281.716019270134,279.967636265578,283.464402274689,385.011893002516,251.97087263902,576.377617958535
"OpenCoast_60484",4693.04652985536,822.550126826857,814.861678761699,830.238574892015,680.210302498127,437.480800417694,1113.83782653619
"OpenCoast_60485",16844.0049463412,5054.54751676065,5039.8922782479,5069.2027552734,339.071307107265,129.321753372076,1863.78883051066
"OpenCoast_60486",633.273165340445,180.154042621845,178.745863301363,181.562221942327,22.6263576518189,11.6183236847284,80.3709465811288
"OpenCoast_60487",0,0,0,0,0,0,0
"OpenCoast_60488",0,0,0,0,0,0,0
"OpenCoast_60489",0,0,0,0,0,0,0
"OpenCoast_60490",1501.22077915911,203.115171420227,197.504299517021,208.726043323433,277.59073427431,177.753869565319,424.409621424314
"OpenCoast_60491",15451.6468972611,2140.14708241948,2119.00975189957,2161.2844129394,2807.6247705525,1829.00611806241,4242.85841505213
"OpenCoast_60493",1778.36592502298,165.946137800348,164.115463766228,167.776811834467,403.504415051261,292.453232962608,570.133961243994
"OpenCoast_60494",930.17592761138,266.642739057544,261.80878245249,271.476695662599,31.2088947228956,15.5111734548265,117.197602273756
"OpenCoast_60496",34.8865740014474,3.25539987871247,3.07453612321476,3.43626363421019,7.91562998229098,5.47881356491351,11.677004564754
"OpenCoast_60498",795.154443495596,240.529588191322,235.003749277206,246.055427105437,14.0868161604032,4.6770032437742,87.7811087514512
"OpenCoast_60499",157.95903067435,45.2802823074993,43.6413018835375,46.9192627314612,5.29977890473428,2.58558096091692,20.2552380386042
"OpenCoast_60500",434.9975219261,87.8704765974186,86.3901834612591,89.3507697335781,51.4200798985379,32.3281822271302,92.1840897251298
"OpenCoast_60501",413.700896789691,125.142111891821,122.995261347459,127.288962436184,7.32905226920561,2.44783003701088,45.4107693779176
"OpenCoast_60504",6980.41449987449,651.369220586449,647.256278122204,655.482163050693,1583.82930641836,1153.40862310098,2227.43916789638
"OpenCoast_60506",7938.02769608012,2275.50228378062,2253.6343970084,2297.37017055284,266.333564781196,133.519256719756,991.784119321501
"OpenCoast_60510",131.708788096895,37.7554298854939,36.9323521459306,38.5785076250572,4.41904115101276,2.18810123504631,16.6544998712366
"OpenCoast_60511",320.180799257239,91.0852828022098,89.262225483588,92.9083401208316,11.4398109279506,5.80196603900722,41.1271197328959
"OpenCoast_60513",200.252353625709,57.4040184103617,55.374585311699,59.4334515090244,6.71878774412647,3.28073332648694,25.6576646283043
"OpenCoast_60516",3729.97300096425,1128.2951094917,1119.40585293331,1137.18436605009,66.0795451470578,22.2782182044818,405.694382282079
"OpenCoast_60517",3387.70089060469,316.119349178028,313.806361869726,318.43233648633,768.6563530025,559.201935923365,1082.08689510832
"OpenCoast_60518",354.991648678776,48.0303700662384,46.6085781496787,49.4521619827981,65.6415057571925,41.9477203347108,100.552729365023
"OpenCoast_60522",560.968621055791,169.689740797569,167.892756669549,171.486724925589,9.93802135070582,3.34137208433821,61.1784711567157
"OpenCoast_60524",13778.3928926623,1864.21655837721,1848.41068630942,1880.02243044499,2547.76262978218,1663.56961767848,3822.71227523815
"OpenCoast_60525",19.314846109265,1.8023422901556,1.76061132381162,1.84407325649957,4.38246458249214,3.1374037633207,6.26647257780486
"OpenCoast_60528",4398.33020608375,337.219976900441,331.698709622107,342.741244178775,1071.16933838964,780.467552052017,1491.93247466055
"OpenCoast_60530",333.864745792688,26.2383761915909,25.7125942413676,26.7641581418142,80.6684540586857,58.3941655327262,113.002998298994
"OpenCoast_60531",15084.0163235795,2215.45182296516,2209.74093575019,2221.16271018012,2614.60104400825,1711.49133113214,3985.42634614312
"OpenCoast_60533",5282.81769737386,1598.02158641424,1592.05020617176,1603.99296665671,93.5894684618492,31.6847029097119,572.229934933812
"OpenCoast_60534",7011.06725556231,2181.77401925843,2168.01684043143,2195.53119808544,63.2398266451721,0,700.02443996927
"OpenCoast_60535",3300.83782649606,1027.18772322731,1018.28975058007,1036.08569587454,29.7735571949945,0,330.346163902028
"OpenCoast_60536",1682.5142364366,227.644176189873,223.921399175915,231.36695320383,311.113707459492,201.529259258323,470.446138181121
"OpenCoast_60537",12715.7035990453,1720.43469695083,1701.51535859114,1739.35403531053,2351.26075249947,1531.36382273203,3536.68653846474
"OpenCoast_60539",5077.43764020184,1580.04781925441,1575.13436498627,1584.96127352255,45.7984875146206,0,505.34997126806
"OpenCoast_60541",472.003200417036,63.862033016425,63.2853867168876,64.4386793159624,87.2781117891141,56.9568480451988,131.025314609124
"OpenCoast_60543",0,0,0,0,0,0,0
"OpenCoast_60545",6556.21366032031,611.785415034859,607.567295655318,616.0035344144,1487.57976113631,1082.68298293845,2093.28411581983
"OpenCoast_60546",12720.3556482886,975.269667554289,960.406495621823,990.132839486755,3097.91541458421,2259.77998969841,4309.99000717764
"OpenCoast_60548",1790.70568307555,242.282478920121,237.729271191336,246.835686648907,331.119387857499,213.956344072202,501.899229519444
"OpenCoast_60549",2579.45743212006,349.000590565845,333.270970403392,364.730210728297,476.967473773321,299.943873363053,741.618095147537
"OpenCoast_60550",530.25409582116,152.001788381377,148.969351880628,155.034224882125,17.790875641517,8.82586685911815,66.9289103516172
"OpenCoast_60557",2189.14146527084,167.841476142315,164.999939159889,170.683013124741,533.143512452059,388.235150964446,742.973115954753
"OpenCoast_60558",234.533900368589,21.8852567977065,21.1060136455644,22.6644999498486,53.2148434393193,37.6108489958668,77.0178011772597
"OpenCoast_60560",4059.74674919788,378.830523008474,374.145878993776,383.515167023172,921.140983552178,666.726762977245,1303.24935240636
"OpenCoast_60562",17670.2615952271,4682.53598811409,4669.99242285347,4695.0795533747,975.658477293571,563.598061245327,2576.39928617575
"OpenCoast_60563",21611.8348270619,6725.3868798334,6709.19288389998,6741.58087576682,194.938750140099,0,2149.48955459232
"OpenCoast_60564",1460.57350951913,267.955282495232,265.858488275765,270.0520767147,199.734960987887,128.146652725666,334.072566904516
"OpenCoast_60565",4370.64008150986,591.347603028284,589.203827778549,593.491378278019,808.175057471988,530.283445000694,1206.76580249864
"OpenCoast_60566",4290.72398587861,1220.62849673251,1217.37463716438,1223.88235630064,153.304230785676,79.1282792167795,541.767898781666
"OpenCoast_60567",14513.486256707,1963.67469053246,1958.01479791976,1969.33458314516,2683.6887437277,1762.21331812778,4004.31365239516
"OpenCoast_60568",267.123403263886,36.1417964616037,35.1499274514979,37.1336654717096,49.3937884975251,31.6349347063481,75.5051197924761
"OpenCoast_60569",22035.1821264572,5345.87069926982,5334.01537270245,5357.72602583719,1710.01496944303,1043.93504093497,3705.78839317662
"OpenCoast_60570",3344.13200151415,951.341272782302,948.233794417323,954.448751147281,119.483235422544,61.6343614831764,422.499508830917
"OpenCoast_60571",2022.61961101627,273.660433370502,271.762780655883,275.558086085121,374.002592273019,244.586502590295,560.301441706412
"OpenCoast_60574",8776.28670060591,2528.92975221033,2519.27348882944,2538.58601559122,281.325012190692,139.424527008745,1077.04292417299
"OpenCoast_60575",9501.03336189629,2955.21594716832,2940.74010059765,2969.69179373898,87.1099456444944,0.971802628652174,948.727755140569
"OpenCoast_60578",3028.03061640437,942.292847518877,926.343962593809,958.241732443945,27.3128361599675,0,305.526349474881
"OpenCoast_60579",716.798496371581,132.330066627606,124.278631656462,140.381501598751,97.1959798955377,60.7936681223347,171.698810933748
"OpenCoast_60580",372.512467892892,105.972636598089,102.448822104627,109.496451091552,13.3095807458936,6.65908320532102,48.4700689788743
"OpenCoast_60581",221.346104779975,68.8806943464803,66.9723692245863,70.7890194683743,1.99654186511537,0,22.5704120044092
"OpenCoast_60582",6012.36273076908,1870.98715818803,1861.37529592163,1880.59902045443,54.2315118315371,0,599.611281884021
"OpenCoast_60583",4651.39024197896,1447.46612940143,1435.70936280583,1459.22289599703,41.9555399826502,0,465.259474086011
"OpenCoast_60584",4928.07474452831,1533.56757974976,1527.01900360345,1540.11615589607,44.4512341956454,0,491.051527966865
"OpenCoast_60585",198.739690469289,56.5376217200182,56.1232991073519,56.9519443326846,7.1008145651529,3.64796501155766,25.2105400930133
"OpenCoast_60586",271752.784666185,76312.7757989215,76246.6635733629,76378.8880244801,10705.1833790376,5709.33870742142,35247.7944284324
"OpenCoast_60587",16689.975859161,2258.15373374448,2240.27851504513,2276.02895244383,3086.14343611745,2016.25066354061,4627.92553663578
"OpenCoast_60589",1853.7847294078,576.879269944412,573.060866625029,580.697673263796,16.7211382592583,0,185.149982779761
"OpenCoast_60590",85455.2156935111,26354.4013946244,26336.3218310904,26372.4809581583,1009.21322259484,164.937894713867,8723.25387481374
"OpenCoast_60591",172.194100813048,53.5850822320124,53.2411844116686,53.9289800523562,1.5531907893337,0,17.1947472630701
"OpenCoast_60592",408411.661512841,125915.190074432,125832.036724332,125998.343424531,4862.30805859533,815.300752920129,41728.5789489185
"OpenCoast_60593",0,0,0,0,0,0,0
"OpenCoast_60594",44145.9132173396,11305.1882803302,11288.1400713847,11322.2364892758,2830.77459099408,1681.55316601542,6823.00956000266
"OpenCoast_60597",0,0,0,0,0,0,0
"OpenCoast_60599",835.278787082995,243.925217949962,241.918471054839,245.931964845085,23.5394024618836,10.9893564138476,99.6950370725735
"OpenCoast_60601",0,0,0,0,0,0,0
"OpenCoast_60603",814.545854929604,165.255215971058,161.456373163359,169.054058778756,95.5705122359508,61.3187684029652,172.928453344421
"OpenCoast_60605",5403.78834271058,1621.56832865814,1608.45468018198,1634.68197713429,108.778736561216,41.272346307562,601.021927412658
"OpenCoast_60606",9958.70866766441,3099.05055029049,3077.29347087234,3120.80762970864,89.8275521823331,0,995.040113820146
"OpenCoast_60609",2066.85111322898,620.220499528813,613.638752014567,626.802247043059,41.6058954382392,15.7457411719054,230.455770537597
"OpenCoast_60610",17.3578299471867,2.31829478890823,2.2464592737117,2.39013030410477,3.23985593848043,2.11481734328627,4.95443814688603
"OpenCoast_60611",601.361074318679,175.614577298288,174.661366196045,176.567788400532,16.9472523092958,7.93414407956796,71.5764305851889
"OpenCoast_60612",681.2787187489,204.438057756693,200.688482546411,208.187632966976,13.7142007738919,5.14959150148853,76.5441438637772
"OpenCoast_60613",8486.52645835509,1245.56506359697,1243.30250902875,1247.82761816518,1471.90557363292,964.261699542889,2241.45445377188
"OpenCoast_60614",3419.61253225661,480.583344924473,477.421355288298,483.745334560648,614.410784029415,401.348989098649,928.931774432215
"OpenCoast_60615",7181.30215138756,971.630181082737,954.861892553111,988.398469612363,1327.89458081307,859.3757032978,2009.74355487847
"OpenCoast_60616",3189.78150599483,957.189352621116,948.148703720021,966.230001522211,64.210583413488,24.3291415873596,355.252841813835
"OpenCoast_60618",2837.70067375629,383.940901159226,375.849799708906,392.032002609545,524.719231584275,338.264819738016,797.131738639408
"OpenCoast_60621",416.814179821217,38.8945280318823,37.812961986692,39.9760940770725,94.5735404886696,67.38257765065,135.845523717013
"OpenCoast_60622",13662.6327439631,4251.67468359387,4234.33336335402,4269.01600383371,123.236947350547,0,1361.13553745423
"OpenCoast_60623",0,0,0,0,0,0,0
"OpenCoast_60624",673.14530494183,62.8137673814744,61.0846118332968,64.5429229296519,152.734090713949,108.852583449177,219.327760003297
"OpenCoast_60626",677.226579753945,63.1946067705126,62.3218197970136,64.0673937440117,153.660116332498,111.057284094275,217.711831465069
"OpenCoast_60627",692.255564223591,93.6621778394519,91.528359030318,95.7959966485857,128.004976380584,82.3755231272862,194.785193185458
"OpenCoast_60629",455.808000085243,42.5331907951785,41.9602170297943,43.1061645605627,103.421088912117,74.7729729092188,146.482032208341
"OpenCoast_60630",9524.7223920549,748.352600246732,745.574484112885,751.13071638058,2301.55875691317,1695.28746328124,3172.42217001787
"OpenCoast_60633",3361.18317662229,963.511376810371,956.468697782653,970.554055838089,112.773088175852,56.6671283386418,418.992164110695
"OpenCoast_60634",2022.6031443997,579.796172358544,571.723664648677,587.868680068412,67.8615805096819,33.8724501428977,253.785318801297
"OpenCoast_60635",10713.0865791075,999.679153040818,991.704820484911,1007.65348559673,2430.75830045519,1767.21482692539,3424.17683959446
"OpenCoast_60636",902.956180450244,258.83997000703,256.255206831525,261.424733182536,30.2956285349421,15.1821452459775,112.858128869109
"OpenCoast_60639",0,0,0,0,0,0,0
"OpenCoast_60640",933.391565287928,87.0983429987567,86.0991564880711,88.0975295094423,211.782970122091,153.428422236659,299.370293938972
"OpenCoast_60641",3182.56140526318,296.976997863388,294.190828212524,299.763167514251,722.110989715934,524.24711751267,1018.64590381278
"OpenCoast_60642",3659.0945713254,1138.67363965075,1116.54583385583,1160.80144544567,33.0050330333552,0,370.110605794273
"OpenCoast_60643",481.206569723288,65.1072488835608,64.1177602986701,66.0967374684515,88.9799068075331,57.7059842688031,134.396699519185
"OpenCoast_60644",16692.5631615985,2891.82601926298,2880.6025265565,2903.04951196947,2453.29963071247,1588.01230645956,3974.33401841846
"OpenCoast_60645",581.242756298586,78.6421449271987,77.2251982328455,80.0590916215519,107.477598067172,69.5026784095609,162.786819630489
"OpenCoast_60647",213.573327323425,61.2225873587043,59.0455702156936,63.3996045017151,7.16572778352962,3.4982252038125,27.3698691321189
"OpenCoast_60648",3696.99517773393,678.665836382553,672.649149541651,684.682523223456,505.14898947963,323.736472379355,846.052690932246
"OpenCoast_60649",15841.1794623274,2143.31158125289,2130.82911940117,2155.79404310461,2929.19249437895,1917.74620746106,4383.44788764604
"OpenCoast_60654",1724.68011139976,494.394033699218,488.245966299165,500.542101099271,57.8657847720982,28.9267143788809,216.086076717281
"OpenCoast_60655",44.6778985225223,4.84563483942043,4.67323781272835,5.01803186611252,9.46067504647644,6.40348616986279,13.970588125183
"OpenCoast_60656",8303.91948680113,2584.09670509764,2571.74787064121,2596.44553955407,74.9013537709463,0,827.852201017242
"OpenCoast_60657",71990.4419479805,22402.705629792,22355.3090671924,22450.1021923917,649.353786370784,0,7158.00359757416
"OpenCoast_60659",6863.31736011681,2135.79572929475,2115.27597796927,2156.31548062024,61.9071225882537,0,687.520877878916
"OpenCoast_60661",0,0,0,0,0,0,0
"OpenCoast_60662",20128.6925634284,5746.25127218728,5689.45491346167,5803.0476309129,699.157373548131,374.076645760898,2539.62156434026
"OpenCoast_60663",204.171675830527,27.6244277398703,27.2046029750053,28.0442525047353,37.7533845778227,24.4841426775047,57.0233134262951
"OpenCoast_60664",29053.0580094027,7194.49789314647,7151.41378347358,7237.58200281936,2108.58181204436,1270.70678812321,4757.48817227399
"OpenCoast_60665",21639.184116723,6203.05380152147,6172.53671591872,6233.57088712422,726.029344494402,365.699296868603,2691.05810276405
"OpenCoast_60666",8884.54834519804,1136.49118651865,1131.08131489738,1141.90105813992,1708.43003909722,1141.99757336746,2521.76340873923
"OpenCoast_60667",20270.5537136183,2742.60591745256,2726.07887768599,2759.13295721912,3748.22808718516,2453.47098991739,5610.23701301222
"OpenCoast_60670",836.792157566665,113.21797891877,110.957929732765,115.478028104775,154.731237855652,99.8621367594882,234.805323813042
"OpenCoast_60672",2523.26407993187,341.397630014782,336.878173909368,345.917086120196,466.576761020202,303.190356518431,703.364741777731
"OpenCoast_60673",4519.08378927386,611.432036688754,606.696635566695,616.167437810812,835.62378347463,546.026972010026,1252.87379021532
"OpenCoast_60675",0,0,0,0,0,0,0
"OpenCoast_60676",43726.9985225495,4080.33376051378,4072.18978050168,4088.47774052589,9921.48843639178,7256.62920004544,13893.3383235565
"OpenCoast_60679",61.5790841383072,8.33165008391296,7.82549361269394,8.83780655513198,11.3865884480144,7.04294425142454,17.9702066621017
"OpenCoast_60680",6423.71986627591,599.421911497814,593.334388300779,605.509434694849,1457.5174268824,1057.31998743047,2057.6233914481
"OpenCoast_60681",145.118123781144,13.5415281115457,12.9600674480356,14.1229887750558,32.9267463044145,23.0947988544844,47.9923026721438
"OpenCoast_60682",6138.95794916948,1159.8661744323,1154.90703475761,1164.82531410698,805.889550471263,517.36654568611,1365.43678255937
"OpenCoast_60683",903.568206133865,122.252778289912,117.293992946087,127.211563633737,167.078796996213,105.564593651478,258.663512721932
"OpenCoast_60686",94.9477853854878,8.7813844898538,8.57598670825144,8.98678227145616,21.6218458684333,15.2613287158835,30.8921939532866
"OpenCoast_60687",4790.01988537174,367.250824611451,365.818887053568,368.682762169335,1166.56144288343,860.750322478983,1604.85437650181
"OpenCoast_60689",453.300690419554,61.3315834137657,60.0481327735101,62.6150340540213,83.8198306654798,54.0433194961591,127.317235909843
"OpenCoast_60690",13104.1511193138,1772.99164644316,1761.13499969846,1784.84829318787,2423.08858347232,1585.02149972861,3629.19152948199
"OpenCoast_60692",368.98755672562,111.61658693218,109.549341184966,113.683832679393,6.53691860693093,2.18023170120167,40.5570931602959
"OpenCoast_60693",116.583230477628,10.8788278935339,10.6325935857925,11.1250622012752,26.4522883377074,18.9472478557649,37.8048415186051
"OpenCoast_60694",5524.95255164551,747.526080237638,740.707228378716,754.344932096561,1021.61897632477,666.636505540844,1533.83469526301
"OpenCoast_60695",948.031454200128,128.268655753277,122.36189933591,134.175412170645,175.300496196146,110.125709402319,272.823338080311
"OpenCoast_60696",21202.7881384195,1978.51339404418,1969.54245119912,1987.48433688924,4810.83139575912,3509.71836591071,6753.80766574008
"OpenCoast_60698",24260.1780768796,4973.68934968956,4960.51315744917,4986.86554192995,2794.66227230805,1778.54650436733,4996.13100810466
"OpenCoast_60702",1430.17096487783,125.490886506036,124.700160551023,126.281612461048,332.464158157495,243.44072371862,464.373302777774
"OpenCoast_60703",3562.6324097963,482.024165045439,473.752230428043,490.296099662836,658.766358895433,426.377007385238,996.935402647765
"OpenCoast_60705",4.62317883814271,1.32527302842681,1.2961665557612,1.35437950109241,0.15511506733487,0.0767929329353402,0.584691182089646
"OpenCoast_60706",856.96858640659,115.947849740812,111.862182308865,120.033517172758,158.462061312443,100.675964077979,244.068151584608
"OpenCoast_60707",4122.49317453439,316.545509725391,314.673970954829,318.417048495953,1003.51802969227,738.829585701551,1383.49861208273
"OpenCoast_60710",2777.34290401845,230.523066366456,224.246881671724,236.799251061188,658.809904929291,470.286181966232,934.083407712533
"OpenCoast_60712",276.820201265965,31.3689472669524,30.6364757084918,32.101418825413,57.2716493804224,39.430324501874,84.1611723586324
"OpenCoast_60713",501.71857967279,38.4667635035128,34.6336649048015,42.2998621022242,122.188542893511,81.4909762465918,184.128811503799
"OpenCoast_60714",157.863901834654,21.3589859182286,20.8894966790681,21.8284751573892,29.1906140882458,18.8005470111612,44.384566153358
"OpenCoast_60717",6920.44238894349,2153.57246701532,2139.20083683779,2167.94409719286,62.4223903482703,0,691.228552728157
"OpenCoast_60718",173.33190078768,23.4518061765731,22.9243770157674,23.9792353373789,32.05080177465,20.6319393141906,48.7577785193372
"OpenCoast_60722",1618.72866794604,489.655994605158,481.483910154758,497.828079055558,28.6771121578428,9.58240801070193,177.601856870957
"OpenCoast_60723",91.7781636845745,28.5604467570027,27.0217184350303,30.0991750789751,0.827839036434862,0,9.59683843097759
"OpenCoast_60725",3138.37048721799,240.618865255003,237.611200278459,243.626530231547,764.318748457068,559.085177125786,1060.49195512556
"OpenCoast_60727",5339.74303118706,409.398098201112,407.223662900359,411.572533501864,1300.4410178153,958.173324471432,1791.55102818459
"OpenCoast_60728",2763.18001137966,792.088748883588,786.090551245454,798.086946521722,92.7091225602926,46.5728719157125,344.537406093141
"OpenCoast_60732",5716.39192614994,530.442585101213,525.986723353612,534.898446848814,1300.00327357126,932.502667259389,1830.87354164412
"OpenCoast_60733",9.62055598820479,2.75781314459379,2.50884664991353,3.00677963927405,0.322785088389266,0.148639610916915,1.29803909476792
"OpenCoast_60734",350.565156844433,47.4314657210518,45.355480749779,49.5074506923245,64.823003152104,40.8199326748011,100.66514974106
"OpenCoast_60737",848.109153037723,243.117609124188,239.746098057799,246.489120190577,28.4554227700212,14.2040434138882,106.410363520876
"OpenCoast_60740",28617.4041988486,2362.84205903978,2350.52255631186,2375.16156176769,6800.73693947352,4967.7969395928,9430.94327330445
"OpenCoast_60742",4849.4807046138,1390.14435839622,1379.67406758471,1400.61464920774,162.707858028161,81.7404350341685,604.651085044347
"OpenCoast_60743",35.4979676092682,10.7379284622377,10.0648016038452,11.4110553206302,0.628875745926055,0.200307909528716,4.07093271565939
"OpenCoast_60746",48592.3069453398,15121.4399983203,15062.3854164237,15180.4945802169,438.302608646966,0,4840.15769224307
"OpenCoast_60747",5549.26306680961,425.461999332293,423.285522957167,427.638475707418,1351.46752729081,995.965936369803,1861.48512954994
"OpenCoast_60748",85511.357721828,6623.6376350451,6611.16393772697,6636.11133236323,20757.9542210614,15329.8433184063,28524.6956934268
"OpenCoast_60749",1880.12916340879,147.720793354601,145.107229747971,150.334356961231,454.315366060529,329.944858179938,634.94147761299
"OpenCoast_60750",3500.80447538474,473.658845519556,463.665053313525,483.652637725587,647.333755543393,417.298547982172,983.427030042026
"OpenCoast_60751",32339.8692193278,8206.89089037899,8178.80797275617,8234.97380800182,2148.65863234196,1287.59748548743,5083.04905595314
"OpenCoast_60753",176.005220255205,15.4436439152591,14.9612874253059,15.9260004052122,40.9149876626601,29.2075537231445,58.5644201406577
"OpenCoast_60754",4698.56014514418,635.715187638007,622.540239048857,648.890136227157,868.810756438609,560.286215143971,1319.40994366188
"OpenCoast_60755",2854.68386481547,264.895393538788,260.094605660183,269.696181417394,649.202926813773,461.112234870697,923.12775583572
"OpenCoast_60756",318.423771385593,25.0183939739339,23.8594162469217,26.1773717009461,76.9440818614468,54.2515471043009,110.560881782396
"OpenCoast_60757",1457.38433511789,197.184100541451,187.877527578119,206.490673504783,269.48493740665,169.089774820307,419.864369459725
"OpenCoast_60758",1040.37746216736,298.232934148713,294.783855953602,301.682012343823,34.9063330118987,17.4648209985419,130.237361293656
"OpenCoast_60760",172.742042213327,29.214997889329,28.3205784413046,30.1094173373533,26.0987314478006,16.684793271755,42.9561020679574
"OpenCoast_60762",481.014418555819,145.504060193257,143.149060140316,147.859060246198,8.52156677250161,2.84892739234448,52.7492215881796
"OpenCoast_60764",3598.10230964294,608.529053118363,605.603623855101,611.454482381624,543.619287452404,356.785483375268,872.341728197784
"OpenCoast_60765",13729.8462651396,1857.64819967339,1849.38882239165,1865.90757695514,2538.78587288697,1664.44994015248,3794.01207314212
