"Type","AGB","Mean_AGB_Carbon_Secure","Low_AGB_Carbon_Secure","Hi_AGB_Carbon_Secure","Mean_AGB_Carbon_Restor","Low_AGB_Carbon_Restor","Hi_AGB_Carbon_Restor"
"Estuary_5209",78423.6887535376,9284.56158447455,9259.20603422199,9309.91713472711,15827.4877912957,10852.3612228803,22963.8465305338
"Estuary_521",5500.55240318117,1711.71690234595,1707.76676356513,1715.66704112677,49.6149826766942,0,547.024273982447
"Estuary_5213",357.922811039459,29.7172161536677,29.2609093614097,30.1735229459258,84.8932471692774,61.382206540555,118.977146958281
"Estuary_5214",4833.65932468171,934.89459819479,930.73357098649,939.055625403091,612.891454161541,392.370953480706,1053.55591197231
"Estuary_5219",194981.553954004,19926.5361390015,19903.3673806875,19949.7048973155,42508.5072526101,30193.3740908925,60165.7173834135
"Estuary_5238",109.168349294788,12.8591473025583,12.383978049957,13.3343165551596,22.0976498251259,14.6429162656442,33.1250482161517
"Estuary_5271",36569.5352261565,2829.63574808258,2824.96010860441,2834.31138756076,8880.29512668498,6560.43638277177,12198.9913463303
"Estuary_5281",3382.451009785,332.690911125004,329.297780779053,336.084041470955,750.403726718251,531.360556538799,1066.26591048736
"Estuary_5291",245.503263266899,31.8597333169353,31.7746793855435,31.944787248327,46.7528666137586,31.1683596263056,69.0811916559135
"Estuary_5294",138901.001026098,17030.2308093458,17008.9049519129,17051.5566667787,27447.258729221,19078.980069422,40026.1885446189
"Estuary_5301",79185.4264700489,6225.04312209171,6218.18253609562,6231.90370808781,19130.9222878827,14115.5805924797,26302.4035786304
"Estuary_5309",1213.96930648691,377.775108485663,376.974521054917,378.575695916409,10.950003144512,0,120.705294350159
"Estuary_5316",241.445245990941,18.5116070101255,18.3017169390326,18.7214970812183,58.8015752086338,43.062863385959,81.4935755300093
"Estuary_5323",17444.3391860747,1459.19566693783,1450.72034623796,1467.67098763769,4126.65618383515,3007.64947894337,5733.24318568138
"Estuary_5329",77412.0152399189,6248.16745252097,6237.10378057822,6259.23112446372,18539.9339474534,13627.9653707294,25567.6905796964
"Estuary_5340",27995.1112631082,2181.14427760716,2174.88143738023,2187.40711783409,6783.17029995273,5001.15752285102,9335.05685685141
"Estuary_5345",7559.9709177867,627.680837739458,625.97759304124,629.384082437676,1793.09744984502,1313.14736091188,2481.72288677022
"Estuary_5370",22782.6847900432,2003.15536030845,1995.33048694486,2010.98023367203,5292.08813631128,3838.53624316604,7375.78603533872
"Estuary_540",19713.6093155268,5259.5034131157,5223.41262838348,5295.59419784792,1052.99142580915,601.732529422971,2850.58643795688
"Estuary_5404",2050.04549561319,170.624960808961,169.189628271702,172.06029334622,485.820107341338,356.459562388203,676.376566257936
"Estuary_5407",9045.06564054822,693.485182660832,691.503021223042,695.467344098622,2202.83528609911,1627.06593228951,3027.32843901753
"Estuary_5424",23671.5479001318,6778.00055439253,6757.36275878649,6798.63834999857,801.865798708658,406.077937767016,2945.9821773803
"Estuary_544",4148.52993855459,1021.58581585828,1019.1594083803,1024.01222333625,306.814955766288,186.061406439792,682.629854673952
"Estuary_5449",16475.825974242,1265.99195384071,1261.66520986357,1270.31869781785,4009.73228137133,2959.30003091397,5514.63479746904
"Estuary_5462",14367.396693885,1126.12347752268,1122.61017669726,1129.63677834809,3474.46061782625,2559.29367066062,4785.28258102192
"Estuary_5467",19275.4179057021,5253.85818249375,5227.54048592633,5280.17587906118,918.323385091111,512.813049949695,2670.27539015525
"Estuary_5471",1841.85740137499,143.951221211381,142.341753480424,145.560688942338,445.829937282905,325.850645903578,618.807644588595
"Estuary_5472",5541.26714306409,436.387002173835,434.722962068435,438.051042279236,1337.98214970672,984.338673620675,1844.81240062206
"Estuary_5486",21234.6254868708,1785.70864792485,1780.06649698359,1791.35079886611,5013.83077922604,3661.47102012465,6951.08757998909
"Estuary_550",5064.95082854184,1574.78322804571,1572.53863273683,1577.02782335459,47.0646767616753,0.953207311819826,504.64150145965
"Estuary_552",97.9578764900225,30.4835115849301,29.1230709412356,31.8439522286247,0.883580045940004,0,10.1531441888368
"Estuary_5569",4618.3962085574,409.279613081137,408.268534009127,410.290692153147,1069.57703686103,776.04960950276,1489.82775639386
"Estuary_5579",1353.20912703002,120.245007720166,117.006241370544,123.483774069788,313.066086846117,221.923058249009,446.845537621861
"Estuary_5598",2882.40834359756,238.166552214905,236.435997199912,239.897107229899,684.809423488468,500.075872952988,951.667738349888
"Estuary_56",52881.3416502084,7154.8455252732,7145.84325762965,7163.84779291676,9778.28888454004,6431.25893186668,14566.4905122641
"Estuary_560",25439.5296078381,3441.96835594049,3417.46097437291,3466.47573750807,4704.02341978534,3075.71487693562,7048.50066626642
"Estuary_5610",5276.85177063792,425.020664003115,422.595144151812,427.446183854419,1264.68004147285,926.183712501866,1750.58567326648
"Estuary_5615",705.318809882098,62.6740272773593,61.6200734252924,63.7279811294261,163.176108834987,116.873381999877,230.609763945508
"Estuary_5617",56747.489757647,4651.45166822571,4644.92268525695,4657.98065119447,13519.6620270704,9953.88418953046,18664.4471239461
"Estuary_5620",8615.0456691454,698.206010615674,695.965013202017,700.447008029331,2060.41776310137,1511.59646051359,2846.60224990597
"Estuary_5644",1775.81015935449,136.151364917709,135.530617091232,136.772112744185,432.480806209192,318.895569626428,595.360961357042
"Estuary_5657",2118.29886709115,162.409974139879,160.145520863502,164.674427416256,515.89050609138,376.812990267062,716.818095811939
"Estuary_5669",36910.1480048577,2871.82225489583,2851.88370075661,2891.76080903506,8947.17623773965,6570.73112634053,12361.7049593677
"Estuary_569",54280.1343454335,7392.84341048415,7373.66085172208,7412.02596924623,9988.19840826712,6558.88510646176,14922.8874331505
"Estuary_5700",1763.4703350538,184.322101142371,183.296356705521,185.347845579221,380.358734845206,267.51617108988,542.425628710138
"Estuary_575",2163.9321173783,623.994098139434,615.444386146077,632.54381013279,68.9186051662711,33.7313628851789,267.723944742225
"Estuary_576",6698.13472672206,1112.01426138565,1100.64923228452,1123.37929048678,1032.79545945802,666.304868330286,1653.69737494189
"Estuary_5761",3504.74296566576,343.938424845313,341.996686106984,345.880163583643,778.315320190519,553.881104256766,1100.62192375551
"Estuary_578",1741.10904128012,278.95469906138,274.938625330639,282.970772792121,278.565827046927,179.360756496144,441.885337458976
"Estuary_5789",935.752767133679,126.607349393187,114.895694476809,138.319004309565,173.030044170689,103.406125029128,281.248642096115
"Estuary_579",7026.09997218756,2144.01315350567,2134.86960742682,2153.15669958452,105.814318588511,29.2554749124315,742.722564765267
"Estuary_58",12031.0733493488,1627.8042241669,1624.03016503393,1631.57828329987,2224.66577302809,1461.62714853054,3317.5425093764
"Estuary_5808",3267.99894316658,442.160257010439,431.807854331882,452.512659688996,604.285684580933,388.627068898693,920.109074700959
"Estuary_581",1363.8208316822,363.263496545555,356.95599723065,369.57099586046,73.4455719674009,41.5953971049971,199.873468303796
"Estuary_5822",12108.5744936401,1174.39756852253,1169.98839266288,1178.80674438218,2702.88907008597,1931.07629241846,3809.33080407695
"Estuary_5832",0,0,0,0,0,0,0
"Estuary_5834",27988.0586446163,2478.37122535539,2437.88629574755,2518.85615496324,6483.6850332372,4699.41175478868,9155.35967326163
"Estuary_5837",7016.80979590443,621.345685771832,619.687351722742,623.004019820923,1625.50697897473,1194.54546754681,2264.45081753055
"Estuary_5845",738.984243144635,99.9845680974692,99.9450833979286,100.02405279701,136.645576399874,89.9505750581357,203.382240687253
"Estuary_5850",7289.49092623488,645.491878821144,643.877393627418,647.10636401487,1688.67601066853,1241.17560262487,2352.05630847117
"Estuary_5866",160.768621742616,34.1823530578659,30.9974071453756,37.3672989703561,17.2973673103373,9.99969032456604,34.7615453897639
"Estuary_587",2540.18044952564,755.417126682368,747.955019248871,762.879234115864,57.974055060236,24.0336582544238,289.934325813512
"Estuary_5874",196.554476614547,41.7910811321058,35.1009854412865,48.481176822925,21.1476278246384,11.3234949895585,45.1004133324228
"Estuary_5889",1122.01610737084,238.561171347007,230.490233133251,246.632109560763,120.71960639421,74.3556047562316,229.433582498724
"Estuary_5892",1265.04924326373,96.9913254810302,95.9897679258517,97.9928830362087,308.090092704449,225.858277472592,426.557255569379
"Estuary_5893",5279.39165784802,404.770958407208,402.299833682117,407.242083132298,1285.74304435231,946.587843957922,1772.70083245824
"Estuary_5900",13226.3446242965,1014.06384234481,1009.66557466091,1018.46211002872,3221.14396980117,2375.68370508449,4433.30565541911
"Estuary_591",2709.60007818402,737.920739783875,731.549068186286,744.292411381463,129.72030125143,72.2566089369258,377.356669371721
"Estuary_5920",6416.02455154287,500.386059226777,499.123030715642,501.649087737912,1554.08916242277,1146.08121903635,2138.19803154667
"Estuary_5934",2264.28105553295,178.411245601353,176.893418383906,179.929072818801,546.634191190852,400.233298816688,757.260361688068
"Estuary_5935",8065.75373052801,618.401338519583,616.69557040307,620.107106636096,1964.33366353279,1451.0484009484,2699.2897582983
"Estuary_5940",7041.70759543625,691.87746940174,687.729439236021,696.025499567459,1562.9477197329,1144.26590458308,2211.28812675481
"Estuary_5943",120.485686467617,16.3017133790686,15.9759813528726,16.6274454052645,22.279008284727,14.3783832175853,33.8091389907045
"Estuary_5950",2652.26254514741,264.675930708669,260.831591314264,268.520270103074,584.605058872984,420.765374843267,835.80515962121
"Estuary_5965",179.275107538755,13.7450224949963,13.6048193986403,13.8852255913524,43.6606596899884,32.0113397615066,60.4415702211809
"Estuary_5990",2654.16876464121,301.355163989793,298.722748119992,303.987579859593,548.536216135968,377.624285363793,794.825119445054
"Estuary_6",5471.71082024105,1702.74169015081,1697.87542422198,1707.60795607964,49.3548315985743,0,544.454710634088
"Estuary_6009",3335.65998738631,255.745051232909,253.646136696334,257.843965769483,812.366633328062,596.814439285492,1122.37961570246
"Estuary_6010",6784.06492568782,602.826217373969,600.348558164543,605.303876583396,1569.49921248053,1138.66736066953,2190.38766991071
"Estuary_6012",3163.22674491561,427.984578587081,416.18325049965,439.785906674513,584.912257402344,374.564925449685,894.231343571509
"Estuary_6018",630.359410012936,85.2876281747503,72.1973774250122,98.3778789244883,116.559758505492,64.9776396825109,200.035020479793
"Estuary_6020",5232.02035469278,464.91286185963,462.824985200544,467.000738518715,1210.43237591654,877.829549489442,1689.91592332824
"Estuary_6032",5426.46037465801,482.190636029793,480.038482034334,484.342790025252,1255.41624053945,910.477994698588,1752.67087544466
"Estuary_6044",7480.29842390216,664.692931613153,663.159682391341,666.226180834965,1730.57342670456,1257.79978144635,2410.84464898773
"Estuary_6073",1665.87042626699,148.027823834525,145.18264741464,150.873000254409,385.400545360429,275.364602277155,545.957778008981
"Estuary_6080",1050.68801216783,142.158088046308,135.880901506865,148.43527458575,194.282720329954,122.292811356179,301.818391657692
"Estuary_6091",1093.4098512344,147.938352872014,146.249886305431,149.626819438598,202.182415591753,131.624897674888,304.24119952515
"Estuary_6102",41127.9028190924,3654.5903313925,3647.66727498689,3661.5133877981,9514.97543030907,6918.44697904904,13249.7644375172
"Estuary_6103",32910.4674541731,2914.25556116974,2898.8579495384,2929.65317280107,7624.00522233104,5588.0075897248,10648.4955332026
"Estuary_6108",90.7719433148725,12.2814439305023,11.9901379879905,12.572749873014,16.7846400383531,10.7911241891914,25.5645914084618
"Estuary_6112",22549.4780873427,1915.17054426124,1912.81730764892,1917.52378087356,5305.39783408678,3876.8543015925,7348.37888521825
"Estuary_6114",3952.22194977036,537.001039561457,525.048720653401,548.953358469514,728.539950974509,469.016907235642,1109.18047123809
"Estuary_6119",1774.13852981608,149.867091842712,149.227851851219,150.506331834206,418.229806789694,304.904595235414,580.723588053574
"Estuary_6122",4716.89094329899,419.138902156979,416.489776177325,421.788028136634,1091.25674679679,789.946619736357,1526.30659060243
"Estuary_6124",529.671229625148,47.0661332555531,46.5509182316241,47.5813482794821,122.539891182715,88.292060468343,172.180623024221
"Estuary_6125",4502.75272463049,400.11076286746,397.486986643223,402.734539091696,1041.71568708647,753.904464042159,1457.35853147487
"Estuary_6126",2551.11443305624,226.689850497194,223.812316489125,229.567384505263,590.202502111744,424.499694779239,830.725835215597
"Estuary_613",8331.00321681719,1198.57090361908,1191.6805704752,1205.46123676296,1469.09963643795,959.497226198902,2233.32163878169
"Estuary_6131",3272.4393777223,309.530886120582,308.787315266021,310.274456975144,738.336927019875,530.437791613409,1035.99371153761
"Estuary_6137",17087.5132281498,2582.97499144998,2547.88496189183,2618.06502100813,2888.61761933588,1867.3891576656,4490.09219673211
"Estuary_6139",19363.1863564746,1720.59620823829,1716.12735373868,1725.06506273791,4479.68969496845,3254.93944789124,6242.42036007229
"Estuary_615",0,0,0,0,0,0,0
"Estuary_6151",5.31396539308993,0.791106368144936,0.78962494708643,0.792587789203442,0.910478490376391,0.596029377507183,1.39240069658068
"Estuary_6154",7504.84073652508,666.873740559728,664.692821550716,669.054659568739,1736.25131168297,1260.70765137691,2421.07994597284
"Estuary_6158",34868.0028248753,3098.34096232111,3090.5861077557,3106.09581688651,8066.74222223222,5861.84388782285,11239.8982429648
"Estuary_6160",15082.4439437953,1340.21309214862,1336.10608996535,1344.32009433189,3489.33628309409,2534.16182040425,4864.63456282209
"Estuary_6164",48764.4782237073,4808.20838648386,4766.50548528187,4849.91128768585,10806.6651855294,7660.65179107635,15337.1001463432
"Estuary_6165",5799.40087931129,515.329810873831,512.92095938223,517.738662365433,1341.69634469044,972.845436386924,1873.51911354406
"Estuary_6168",2658.15616129082,359.648528622648,355.662946450146,363.63411079515,491.519655784286,320.096651805131,739.389358616806
"Estuary_6170",13445.3922013062,1194.74607195053,1189.08130472087,1200.4108391802,3110.60296482974,2255.30327749516,4343.87619621533
"Estuary_6177",11450.7461962654,2829.33510725184,2791.58377099451,2867.08644350918,837.308332254289,501.389074425038,1895.1189406309
"Estuary_6179",22493.8103081218,1998.7807797989,1991.3065444032,2006.25501519459,5203.96221896477,3776.86551647901,7259.9506099038
"Estuary_618",13820.242269413,3273.88430330828,3270.10413143091,3277.66447518565,1151.49547378047,710.066254943999,2400.85025743637
"Estuary_6183",272.878116382778,24.2477164509869,24.0746649508203,24.4207679511535,63.1305851959425,45.6618656374625,88.3704054761455
"Estuary_6184",13349.2509906426,3732.22618945877,3666.33491219034,3798.1174667272,542.337470254886,286.946469759573,1777.27275587344
"Estuary_6187",1200.11974924964,162.376202073476,152.554452778202,172.197951368751,221.914142833751,137.299007500382,350.135834449793
"Estuary_619",7684.37653366927,1041.53439534975,1033.69497320956,1049.37381748994,1419.07981449649,927.420447124388,2128.10876654671
"Estuary_6203",0,0,0,0,0,0,0
"Estuary_622",4386.72496476138,934.215459721892,931.909730817436,936.521188626348,470.45774124435,297.571851378474,868.278046352931
"Estuary_6221",221.019068193726,19.6395657037782,19.503229989129,19.7759014184274,51.1329501225347,36.9913296438128,71.5622223878573
"Estuary_6256",112.57971935003,10.0037377460565,9.1132901555076,10.8941853366055,26.0454141870165,17.2849687190276,39.4223301025482
"Estuary_6257",4267.21993540274,704.525006995001,694.892679871394,714.157334118607,661.88148852031,425.67791990003,1061.09645844964
